Station_ID,Date_Time,KSLCPress,KSLCTemp,KSLCHumid,KSLCWind,KSLCCloud3,KSLCCloud1,KSLCCloud2,KSLCVis
KSLC,12/29/2022 18:50 UTC,29.95,37.94,61.9,13.81,,306.0,2003.0,10.0
KSLC,12/29/2022 18:54 UTC,29.95,37.94,61.9,11.51,,306.0,2003.0,10.0
KSLC,12/29/2022 18:55 UTC,29.95,37.94,61.9,10.36,,1.0,,10.0
KSLC,12/29/2022 19:00 UTC,29.95,37.94,61.9,12.66,,1.0,,10.0
KSLC,12/29/2022 19:05 UTC,29.94,37.94,59.18,10.36,,1.0,,10.0
KSLC,12/29/2022 19:10 UTC,29.94,39.02,59.34,12.66,,1.0,,10.0
KSLC,12/29/2022 19:15 UTC,29.94,39.02,59.34,9.21,,1.0,,10.0
KSLC,12/29/2022 19:20 UTC,29.94,39.2,60.26,13.81,,1.0,,10.0
KSLC,12/29/2022 19:25 UTC,29.94,39.02,59.34,12.66,,1.0,,10.0
KSLC,12/29/2022 19:30 UTC,29.93,39.2,60.26,12.66,,1.0,,10.0
KSLC,12/29/2022 19:35 UTC,29.93,39.2,60.26,12.66,,1.0,,10.0
KSLC,12/29/2022 19:40 UTC,29.93,39.02,59.34,13.81,,1.0,,10.0
KSLC,12/29/2022 19:45 UTC,29.93,39.02,59.34,10.36,,1.0,,10.0
KSLC,12/29/2022 19:50 UTC,29.93,39.02,61.59,11.51,,1.0,,10.0
KSLC,12/29/2022 19:54 UTC,29.93,39.02,59.34,14.96,2503.0,306.0,2002.0,10.0
KSLC,12/29/2022 19:55 UTC,29.93,39.02,59.34,13.81,,1.0,,10.0
KSLC,12/29/2022 20:00 UTC,29.93,39.92,57.29,11.51,,1.0,,10.0
KSLC,12/29/2022 20:05 UTC,29.92,39.92,54.78,16.11,,1.0,,10.0
KSLC,12/29/2022 20:10 UTC,29.92,39.92,54.78,12.66,,1.0,,10.0
KSLC,12/29/2022 20:15 UTC,29.92,39.92,54.78,13.81,,1.0,,10.0
KSLC,12/29/2022 20:20 UTC,29.92,39.92,54.78,14.96,,1.0,,10.0
KSLC,12/29/2022 20:25 UTC,29.92,39.92,54.78,11.51,,1.0,,10.0
KSLC,12/29/2022 20:30 UTC,29.92,39.92,57.29,16.11,,1.0,,10.0
KSLC,12/29/2022 20:35 UTC,29.92,39.92,54.78,14.96,,1.0,,10.0
KSLC,12/29/2022 20:40 UTC,29.92,39.92,54.78,16.11,,1.0,,10.0
KSLC,12/29/2022 20:45 UTC,29.92,39.2,55.91,13.81,,1.0,,10.0
KSLC,12/29/2022 20:50 UTC,29.92,39.2,55.91,14.96,,406.0,,10.0
KSLC,12/29/2022 20:54 UTC,29.92,39.92,54.78,12.66,2503.0,406.0,1902.0,10.0
KSLC,12/29/2022 20:55 UTC,29.92,39.92,54.78,14.96,,1.0,,10.0
KSLC,12/29/2022 21:00 UTC,29.92,39.2,55.91,12.66,,1.0,,10.0
KSLC,12/29/2022 21:05 UTC,29.91,39.2,55.91,16.11,,1.0,,10.0
KSLC,12/29/2022 21:10 UTC,29.91,39.92,52.75,17.26,,1.0,,10.0
KSLC,12/29/2022 21:15 UTC,29.91,39.92,52.75,14.96,,1.0,,10.0
KSLC,12/29/2022 21:20 UTC,29.91,39.92,52.75,11.51,,1.0,,10.0
KSLC,12/29/2022 21:25 UTC,29.91,39.92,52.75,16.11,,1.0,,10.0
KSLC,12/29/2022 21:30 UTC,29.91,39.92,52.75,11.51,,1.0,,10.0
KSLC,12/29/2022 21:35 UTC,29.91,39.92,52.75,11.51,,1.0,,10.0
KSLC,12/29/2022 21:40 UTC,29.91,39.92,50.41,12.66,,1.0,,10.0
KSLC,12/29/2022 21:45 UTC,29.91,39.92,50.41,14.96,,1.0,,10.0
KSLC,12/29/2022 21:50 UTC,29.91,39.92,50.41,12.66,2203.0,406.0,1502.0,10.0
KSLC,12/29/2022 21:54 UTC,29.91,39.92,50.41,14.96,2203.0,406.0,1502.0,10.0
KSLC,12/29/2022 21:55 UTC,29.91,39.92,50.41,16.11,,1.0,,10.0
KSLC,12/29/2022 22:00 UTC,29.91,39.92,50.41,16.11,,1.0,,10.0
KSLC,12/29/2022 22:05 UTC,29.91,39.92,50.41,12.66,,1.0,,10.0
KSLC,12/29/2022 22:10 UTC,29.91,39.92,52.75,10.36,,1.0,,10.0
KSLC,12/29/2022 22:15 UTC,29.91,39.92,50.41,12.66,,1.0,,10.0
KSLC,12/29/2022 22:20 UTC,29.91,39.92,50.41,13.81,,1.0,,10.0
KSLC,12/29/2022 22:25 UTC,29.91,39.02,54.64,12.66,,1.0,,10.0
KSLC,12/29/2022 22:30 UTC,29.91,39.02,54.64,12.66,,1.0,,10.0
KSLC,12/29/2022 22:35 UTC,29.91,39.02,54.64,13.81,,1.0,,10.0
KSLC,12/29/2022 22:40 UTC,29.91,39.02,52.21,13.81,,1.0,,10.0
KSLC,12/29/2022 22:45 UTC,29.91,39.02,54.64,16.11,,1.0,,10.0
KSLC,12/29/2022 22:50 UTC,29.91,39.02,54.64,11.51,,1.0,,10.0
KSLC,12/29/2022 22:54 UTC,29.91,39.02,54.64,11.51,1903.0,406.0,1602.0,10.0
KSLC,12/29/2022 22:55 UTC,29.91,39.02,54.64,11.51,,1.0,,10.0
KSLC,12/29/2022 23:00 UTC,29.91,39.2,55.91,12.66,,1.0,,10.0
KSLC,12/29/2022 23:05 UTC,29.91,39.2,55.91,13.81,,1.0,,10.0
KSLC,12/29/2022 23:10 UTC,29.91,39.02,54.64,10.36,,1.0,,10.0
KSLC,12/29/2022 23:15 UTC,29.91,39.02,54.64,10.36,,1.0,,10.0
KSLC,12/29/2022 23:20 UTC,29.91,39.2,55.91,9.21,,1.0,,10.0
KSLC,12/29/2022 23:25 UTC,29.91,39.02,56.73,8.06,,1.0,,10.0
KSLC,12/29/2022 23:30 UTC,29.91,39.2,55.91,9.21,,1.0,,10.0
KSLC,12/29/2022 23:35 UTC,29.91,39.2,55.91,9.21,,1.0,,10.0
KSLC,12/29/2022 23:40 UTC,29.91,37.94,59.18,5.75,,1.0,,10.0
KSLC,12/29/2022 23:45 UTC,29.91,37.4,60.0,6.91,,1.0,,10.0
KSLC,12/29/2022 23:50 UTC,29.91,37.4,60.0,8.06,,1.0,,10.0
KSLC,12/29/2022 23:54 UTC,29.91,37.94,59.18,5.75,2203.0,456.0,1303.0,10.0
KSLC,12/29/2022 23:55 UTC,29.91,37.94,59.18,6.91,,1.0,,10.0
KSLC,12/30/2022 00:00 UTC,29.91,37.94,59.18,8.06,,1.0,,10.0
KSLC,12/30/2022 00:05 UTC,29.91,37.94,59.18,11.51,,1106.0,,10.0
KSLC,12/30/2022 00:10 UTC,29.9,37.94,59.18,10.36,,1102.0,,10.0
KSLC,12/30/2022 00:15 UTC,29.9,37.94,59.18,9.21,,1106.0,,10.0
KSLC,12/30/2022 00:20 UTC,29.9,37.94,59.18,9.21,,1106.0,,10.0
KSLC,12/30/2022 00:25 UTC,29.9,37.94,59.18,8.06,,1106.0,,10.0
KSLC,12/30/2022 00:30 UTC,29.89,37.94,59.18,11.51,,1106.0,,10.0
KSLC,12/30/2022 00:35 UTC,29.89,37.4,60.0,12.66,,1106.0,,10.0
KSLC,12/30/2022 00:40 UTC,29.89,37.94,57.0,11.51,,1.0,,10.0
KSLC,12/30/2022 00:45 UTC,29.89,37.4,60.0,10.36,,1206.0,,10.0
KSLC,12/30/2022 00:50 UTC,29.89,37.4,60.0,10.36,2203.0,456.0,1203.0,10.0
KSLC,12/30/2022 00:54 UTC,29.89,37.94,57.0,10.36,2203.0,456.0,1203.0,10.0
KSLC,12/30/2022 00:55 UTC,29.89,37.94,57.0,10.36,,1203.0,,10.0
KSLC,12/30/2022 01:00 UTC,29.89,37.94,57.0,8.06,,1203.0,,10.0
KSLC,12/30/2022 01:05 UTC,29.89,37.94,57.0,10.36,,1202.0,,10.0
KSLC,12/30/2022 01:10 UTC,29.89,37.94,59.18,10.36,,1202.0,,10.0
KSLC,12/30/2022 01:15 UTC,29.89,37.94,57.0,10.36,,1202.0,,10.0
KSLC,12/30/2022 01:20 UTC,29.89,37.94,57.0,10.36,,1206.0,,10.0
KSLC,12/30/2022 01:25 UTC,29.89,37.94,57.0,9.21,,1206.0,,10.0
KSLC,12/30/2022 01:30 UTC,29.9,37.4,60.0,10.36,,1202.0,,10.0
KSLC,12/30/2022 01:35 UTC,29.9,37.4,60.0,10.36,,1202.0,,10.0
KSLC,12/30/2022 01:40 UTC,29.9,37.94,54.47,10.36,,1006.0,1203.0,10.0
KSLC,12/30/2022 01:45 UTC,29.9,37.4,60.0,10.36,,952.0,1203.0,10.0
KSLC,12/30/2022 01:50 UTC,29.9,37.4,55.64,6.91,,853.0,1203.0,10.0
KSLC,12/30/2022 01:54 UTC,29.91,37.94,57.0,9.21,,853.0,1203.0,10.0
KSLC,12/30/2022 01:55 UTC,29.91,37.94,57.0,9.21,,903.0,1204.0,10.0
KSLC,12/30/2022 02:00 UTC,29.91,37.4,55.64,8.06,,903.0,1204.0,10.0
KSLC,12/30/2022 02:05 UTC,29.91,37.4,55.64,8.06,,904.0,,10.0
KSLC,12/30/2022 02:10 UTC,29.92,37.94,54.47,8.06,,854.0,,10.0
KSLC,12/30/2022 02:15 UTC,29.92,37.94,54.47,8.06,,854.0,,10.0
KSLC,12/30/2022 02:20 UTC,29.92,37.4,55.64,5.75,,804.0,,10.0
KSLC,12/30/2022 02:25 UTC,29.92,37.94,54.47,6.91,,754.0,,10.0
KSLC,12/30/2022 02:30 UTC,29.92,37.4,55.64,5.75,,653.0,804.0,10.0
KSLC,12/30/2022 02:35 UTC,29.93,37.4,60.0,5.75,,653.0,804.0,10.0
KSLC,12/30/2022 02:40 UTC,29.93,37.94,54.47,5.75,,603.0,754.0,10.0
KSLC,12/30/2022 02:45 UTC,29.93,37.4,55.64,9.21,,603.0,754.0,10.0
KSLC,12/30/2022 02:50 UTC,29.93,37.4,60.0,6.91,904.0,553.0,703.0,10.0
KSLC,12/30/2022 02:54 UTC,29.93,37.94,57.0,8.06,904.0,553.0,703.0,10.0
KSLC,12/30/2022 02:55 UTC,29.93,37.94,57.0,9.21,,554.0,,10.0
KSLC,12/30/2022 03:00 UTC,29.93,37.4,55.64,10.36,,554.0,,10.0
KSLC,12/30/2022 03:05 UTC,29.93,37.4,55.64,6.91,,554.0,,10.0
KSLC,12/30/2022 03:10 UTC,29.94,37.94,54.47,5.75,,554.0,,10.0
KSLC,12/30/2022 03:15 UTC,29.94,37.94,54.47,5.75,,603.0,704.0,10.0
KSLC,12/30/2022 03:20 UTC,29.94,37.4,60.0,5.75,,552.0,704.0,10.0
KSLC,12/30/2022 03:25 UTC,29.94,37.94,57.0,4.6,,603.0,704.0,10.0
KSLC,12/30/2022 03:30 UTC,29.94,37.4,60.0,5.75,,653.0,804.0,10.0
KSLC,12/30/2022 03:35 UTC,29.94,37.4,60.0,6.91,,703.0,854.0,10.0
KSLC,12/30/2022 03:40 UTC,29.94,37.04,59.05,5.75,,753.0,904.0,10.0
KSLC,12/30/2022 03:45 UTC,29.94,37.4,60.0,8.06,,753.0,854.0,10.0
KSLC,12/30/2022 03:50 UTC,29.94,37.4,55.64,6.91,854.0,506.0,753.0,10.0
KSLC,12/30/2022 03:54 UTC,29.94,37.04,59.05,8.06,854.0,506.0,753.0,10.0
KSLC,12/30/2022 03:55 UTC,29.94,37.04,59.05,8.06,,703.0,854.0,10.0
KSLC,12/30/2022 04:00 UTC,29.94,37.4,60.0,6.91,,704.0,,10.0
KSLC,12/30/2022 04:05 UTC,29.94,37.4,60.0,6.91,,704.0,,10.0
KSLC,12/30/2022 04:10 UTC,29.94,37.04,59.05,6.91,,754.0,,10.0
KSLC,12/30/2022 04:15 UTC,29.94,37.04,59.05,6.91,,754.0,,10.0
KSLC,12/30/2022 04:20 UTC,29.95,37.4,60.0,6.91,,754.0,,10.0
KSLC,12/30/2022 04:25 UTC,29.94,37.04,59.05,6.91,,754.0,,10.0
KSLC,12/30/2022 04:30 UTC,29.94,37.4,60.0,8.06,,754.0,,10.0
KSLC,12/30/2022 04:35 UTC,29.94,37.4,60.0,8.06,,754.0,,10.0
KSLC,12/30/2022 04:40 UTC,29.95,37.04,59.05,5.75,,704.0,,10.0
KSLC,12/30/2022 04:45 UTC,29.95,37.4,60.0,3.45,,704.0,,10.0
KSLC,12/30/2022 04:50 UTC,29.95,37.4,60.0,0.0,2104.0,653.0,753.0,10.0
KSLC,12/30/2022 04:54 UTC,29.94,37.04,59.05,3.45,2104.0,653.0,753.0,10.0
KSLC,12/30/2022 04:55 UTC,29.94,37.04,56.43,4.6,,603.0,754.0,10.0
KSLC,12/30/2022 05:00 UTC,29.94,37.04,59.05,5.75,,603.0,754.0,10.0
KSLC,12/30/2022 05:05 UTC,29.94,37.4,60.0,8.06,,603.0,754.0,10.0
KSLC,12/30/2022 05:10 UTC,29.95,37.04,59.05,9.21,,603.0,754.0,10.0
KSLC,12/30/2022 05:15 UTC,29.95,37.04,56.43,8.06,,602.0,754.0,10.0
KSLC,12/30/2022 05:20 UTC,29.95,37.4,55.64,8.06,,606.0,754.0,10.0
KSLC,12/30/2022 05:25 UTC,29.95,37.04,56.43,9.21,,606.0,754.0,10.0
KSLC,12/30/2022 05:30 UTC,29.96,37.4,55.64,8.06,,606.0,704.0,10.0
KSLC,12/30/2022 05:35 UTC,29.96,37.4,60.0,6.91,,704.0,,10.0
KSLC,12/30/2022 05:40 UTC,29.96,37.04,59.05,5.75,,704.0,,10.0
KSLC,12/30/2022 05:45 UTC,29.96,37.4,60.0,6.91,,704.0,,10.0
KSLC,12/30/2022 05:50 UTC,29.96,37.4,60.0,6.91,,602.0,754.0,10.0
KSLC,12/30/2022 05:54 UTC,29.96,37.04,59.05,8.06,2004.0,602.0,753.0,10.0
KSLC,12/30/2022 05:55 UTC,29.96,37.04,59.05,8.06,,704.0,,10.0
KSLC,12/30/2022 06:00 UTC,29.97,37.04,59.05,9.21,,704.0,,10.0
KSLC,12/30/2022 06:05 UTC,29.97,37.04,59.05,10.36,,654.0,,10.0
KSLC,12/30/2022 06:10 UTC,29.97,37.04,59.05,8.06,,654.0,,10.0
KSLC,12/30/2022 06:15 UTC,29.97,37.04,59.05,6.91,,653.0,2004.0,10.0
KSLC,12/30/2022 06:20 UTC,29.97,37.04,59.05,6.91,,653.0,2004.0,10.0
KSLC,12/30/2022 06:25 UTC,29.97,37.04,61.32,6.91,,653.0,2004.0,10.0
KSLC,12/30/2022 06:30 UTC,29.97,37.4,60.0,8.06,,653.0,2004.0,10.0
KSLC,12/30/2022 06:35 UTC,29.98,37.4,60.0,5.75,,653.0,2004.0,10.0
KSLC,12/30/2022 06:40 UTC,29.98,37.04,61.32,5.75,,653.0,2004.0,10.0
KSLC,12/30/2022 06:45 UTC,29.97,37.04,61.32,8.06,,653.0,2004.0,10.0
KSLC,12/30/2022 06:50 UTC,29.98,37.04,61.32,5.75,,653.0,2004.0,10.0
KSLC,12/30/2022 06:54 UTC,29.98,37.04,61.32,6.91,,653.0,2004.0,10.0
KSLC,12/30/2022 06:55 UTC,29.98,37.04,61.32,8.06,,654.0,,10.0
KSLC,12/30/2022 07:00 UTC,29.98,37.04,61.32,8.06,,654.0,,10.0
KSLC,12/30/2022 07:05 UTC,29.98,37.04,61.32,12.66,,604.0,,10.0
KSLC,12/30/2022 07:10 UTC,29.97,37.04,61.32,8.06,,604.0,,10.0
KSLC,12/30/2022 07:15 UTC,29.97,37.04,64.13,8.06,,604.0,,10.0
KSLC,12/30/2022 07:20 UTC,29.97,35.96,66.93,10.36,,604.0,,10.0
KSLC,12/30/2022 07:25 UTC,29.97,35.96,66.93,10.36,,604.0,,10.0
KSLC,12/30/2022 07:30 UTC,29.97,35.6,69.43,9.21,,604.0,,10.0
KSLC,12/30/2022 07:35 UTC,29.97,35.6,69.43,10.36,,604.0,,10.0
KSLC,12/30/2022 07:40 UTC,29.97,35.96,66.93,8.06,,604.0,,10.0
KSLC,12/30/2022 07:45 UTC,29.97,35.6,69.43,6.91,,604.0,,10.0
KSLC,12/30/2022 07:50 UTC,29.97,35.6,69.43,8.06,,604.0,,10.0
KSLC,12/30/2022 07:54 UTC,29.97,35.96,66.93,8.06,,603.0,2004.0,10.0
KSLC,12/30/2022 07:55 UTC,29.97,35.96,66.93,8.06,,604.0,,10.0
KSLC,12/30/2022 08:00 UTC,29.97,35.6,69.43,8.06,,604.0,,10.0
KSLC,12/30/2022 08:05 UTC,29.96,35.6,69.43,8.06,,604.0,,10.0
KSLC,12/30/2022 08:10 UTC,29.96,35.96,66.93,8.06,,604.0,,10.0
KSLC,12/30/2022 08:15 UTC,29.96,35.96,66.93,6.91,,604.0,,10.0
KSLC,12/30/2022 08:20 UTC,29.96,35.6,69.43,6.91,,604.0,,10.0
KSLC,12/30/2022 08:25 UTC,29.96,35.96,66.93,6.91,,604.0,,10.0
KSLC,12/30/2022 08:30 UTC,29.96,35.6,69.43,8.06,,604.0,,10.0
KSLC,12/30/2022 08:35 UTC,29.96,35.6,69.43,10.36,,604.0,,10.0
KSLC,12/30/2022 08:40 UTC,29.96,35.96,66.93,8.06,,604.0,,10.0
KSLC,12/30/2022 08:45 UTC,29.96,35.6,69.43,8.06,,603.0,2003.0,10.0
KSLC,12/30/2022 08:50 UTC,29.95,35.6,69.43,9.21,,603.0,2003.0,10.0
KSLC,12/30/2022 08:54 UTC,29.95,35.96,66.93,6.91,,603.0,2003.0,10.0
KSLC,12/30/2022 08:55 UTC,29.95,35.96,66.93,6.91,,604.0,,10.0
KSLC,12/30/2022 09:00 UTC,29.96,35.6,69.43,5.75,,604.0,,10.0
KSLC,12/30/2022 09:05 UTC,29.96,35.6,69.43,4.6,,604.0,,10.0
KSLC,12/30/2022 09:10 UTC,29.96,35.96,69.47,5.75,,604.0,,10.0
KSLC,12/30/2022 09:15 UTC,29.96,35.96,69.47,6.91,,604.0,,10.0
KSLC,12/30/2022 09:20 UTC,29.95,35.6,69.43,9.21,,604.0,,10.0
KSLC,12/30/2022 09:25 UTC,29.95,35.96,69.47,9.21,,604.0,,10.0
KSLC,12/30/2022 09:30 UTC,29.96,35.6,69.43,10.36,,603.0,2003.0,10.0
KSLC,12/30/2022 09:35 UTC,29.96,35.6,69.43,10.36,,603.0,2003.0,10.0
KSLC,12/30/2022 09:40 UTC,29.95,35.96,66.93,10.36,,603.0,2003.0,10.0
KSLC,12/30/2022 09:45 UTC,29.95,35.6,69.43,10.36,,603.0,2003.0,10.0
KSLC,12/30/2022 09:50 UTC,29.96,35.6,69.43,9.21,,603.0,2003.0,10.0
KSLC,12/30/2022 09:54 UTC,29.96,35.96,66.93,9.21,,603.0,2003.0,10.0
KSLC,12/30/2022 09:55 UTC,29.96,35.96,66.93,10.36,,604.0,,10.0
KSLC,12/30/2022 10:00 UTC,29.96,35.6,69.43,10.36,,604.0,,10.0
KSLC,12/30/2022 10:05 UTC,29.96,35.6,69.43,9.21,,604.0,,10.0
KSLC,12/30/2022 10:10 UTC,29.96,35.96,66.93,9.21,,604.0,,10.0
KSLC,12/30/2022 10:15 UTC,29.96,35.96,66.93,9.21,,604.0,,10.0
KSLC,12/30/2022 10:20 UTC,29.95,35.6,69.43,11.51,,604.0,,10.0
KSLC,12/30/2022 10:25 UTC,29.95,35.96,66.93,10.36,,604.0,,10.0
KSLC,12/30/2022 10:30 UTC,29.95,35.6,69.43,10.36,,604.0,,10.0
KSLC,12/30/2022 10:35 UTC,29.94,35.6,69.43,12.66,,604.0,,10.0
KSLC,12/30/2022 10:40 UTC,29.94,35.96,66.93,10.36,,604.0,,10.0
KSLC,12/30/2022 10:45 UTC,29.95,35.06,69.37,10.36,,604.0,,10.0
KSLC,12/30/2022 10:50 UTC,29.94,35.6,69.43,11.51,,604.0,,10.0
KSLC,12/30/2022 10:54 UTC,29.93,35.96,66.93,11.51,,604.0,,10.0
KSLC,12/30/2022 10:55 UTC,29.93,35.96,66.93,11.51,,604.0,,10.0
KSLC,12/30/2022 11:00 UTC,29.94,35.6,69.43,11.51,,604.0,,10.0
KSLC,12/30/2022 11:05 UTC,29.94,35.6,69.43,10.36,,604.0,,10.0
KSLC,12/30/2022 11:10 UTC,29.93,35.96,66.93,10.36,,604.0,,10.0
KSLC,12/30/2022 11:15 UTC,29.93,35.96,66.93,11.51,,604.0,,10.0
KSLC,12/30/2022 11:20 UTC,29.93,35.6,69.43,11.51,,604.0,,10.0
KSLC,12/30/2022 11:25 UTC,29.93,35.96,66.93,11.51,,604.0,,10.0
KSLC,12/30/2022 11:30 UTC,29.92,35.6,69.43,10.36,,604.0,,10.0
KSLC,12/30/2022 11:35 UTC,29.93,35.6,69.43,10.36,,554.0,,10.0
KSLC,12/30/2022 11:40 UTC,29.93,35.06,69.37,10.36,,554.0,,10.0
KSLC,12/30/2022 11:45 UTC,29.93,35.6,69.43,10.36,,554.0,,10.0
KSLC,12/30/2022 11:50 UTC,29.93,35.6,69.43,10.36,,554.0,,10.0
KSLC,12/30/2022 11:54 UTC,29.93,35.96,66.93,11.51,,554.0,,10.0
KSLC,12/30/2022 11:55 UTC,29.93,35.96,66.93,10.36,,653.0,,10.0
KSLC,12/30/2022 12:00 UTC,29.93,35.96,66.93,10.36,,653.0,,10.0
KSLC,12/30/2022 12:05 UTC,29.92,35.6,69.43,11.51,,653.0,,10.0
KSLC,12/30/2022 12:10 UTC,29.93,35.96,66.93,11.51,,653.0,,10.0
KSLC,12/30/2022 12:15 UTC,29.93,35.96,66.93,9.21,,653.0,,10.0
KSLC,12/30/2022 12:20 UTC,29.93,35.96,66.93,10.36,,603.0,,10.0
KSLC,12/30/2022 12:25 UTC,29.93,35.96,66.93,9.21,,654.0,,10.0
KSLC,12/30/2022 12:30 UTC,29.93,35.96,66.93,8.06,,654.0,,10.0
KSLC,12/30/2022 12:35 UTC,29.93,35.06,69.37,8.06,,654.0,,10.0
KSLC,12/30/2022 12:40 UTC,29.93,35.06,69.37,6.91,,654.0,,10.0
KSLC,12/30/2022 12:45 UTC,29.93,35.6,69.43,9.21,,553.0,654.0,10.0
KSLC,12/30/2022 12:50 UTC,29.92,35.6,69.43,9.21,,553.0,654.0,10.0
KSLC,12/30/2022 12:54 UTC,29.92,35.06,69.37,9.21,1204.0,552.0,653.0,10.0
KSLC,12/30/2022 12:55 UTC,29.92,35.06,69.37,9.21,,653.0,1204.0,10.0
KSLC,12/30/2022 13:00 UTC,29.91,35.6,69.43,9.21,,652.0,1204.0,10.0
KSLC,12/30/2022 13:05 UTC,29.91,35.6,69.43,8.06,,652.0,1203.0,10.0
KSLC,12/30/2022 13:10 UTC,29.91,35.96,66.93,9.21,,656.0,1203.0,10.0
KSLC,12/30/2022 13:15 UTC,29.91,35.96,66.93,9.21,,656.0,1204.0,10.0
KSLC,12/30/2022 13:20 UTC,29.92,35.6,69.43,8.06,,652.0,1203.0,10.0
KSLC,12/30/2022 13:25 UTC,29.91,35.06,69.37,8.06,,652.0,1203.0,10.0
KSLC,12/30/2022 13:30 UTC,29.91,35.6,69.43,9.21,,652.0,1203.0,10.0
KSLC,12/30/2022 13:35 UTC,29.91,35.6,69.43,9.21,,652.0,1103.0,10.0
KSLC,12/30/2022 13:40 UTC,29.91,35.06,69.37,10.36,,652.0,1103.0,10.0
KSLC,12/30/2022 13:45 UTC,29.91,35.06,69.37,9.21,,652.0,1103.0,10.0
KSLC,12/30/2022 13:50 UTC,29.91,35.6,69.43,9.21,,652.0,1103.0,10.0
KSLC,12/30/2022 13:54 UTC,29.91,35.96,66.93,9.21,,652.0,1103.0,10.0
KSLC,12/30/2022 13:55 UTC,29.91,35.96,66.93,8.06,,954.0,,10.0
KSLC,12/30/2022 14:00 UTC,29.91,35.96,69.47,9.21,,853.0,1004.0,10.0
KSLC,12/30/2022 14:05 UTC,29.9,35.96,69.47,10.36,,854.0,,10.0
KSLC,12/30/2022 14:10 UTC,29.9,35.96,69.47,13.81,,854.0,,10.0
KSLC,12/30/2022 14:15 UTC,29.9,35.96,69.47,12.66,,854.0,,10.0
KSLC,12/30/2022 14:20 UTC,29.9,35.96,69.47,11.51,,804.0,,10.0
KSLC,12/30/2022 14:25 UTC,29.89,35.96,69.47,10.36,,804.0,,10.0
KSLC,12/30/2022 14:30 UTC,29.89,35.96,69.47,9.21,,804.0,,10.0
KSLC,12/30/2022 14:35 UTC,29.89,35.96,69.47,9.21,,804.0,,10.0
KSLC,12/30/2022 14:40 UTC,29.89,35.96,69.47,10.36,,804.0,,10.0
KSLC,12/30/2022 14:45 UTC,29.88,35.6,69.43,10.36,,804.0,,10.0
KSLC,12/30/2022 14:50 UTC,29.89,35.6,69.43,9.21,,406.0,754.0,10.0
KSLC,12/30/2022 14:54 UTC,29.89,37.04,66.57,9.21,,406.0,754.0,10.0
KSLC,12/30/2022 14:55 UTC,29.89,37.04,66.57,9.21,,704.0,,10.0
KSLC,12/30/2022 15:00 UTC,29.89,37.4,64.66,6.91,,754.0,,10.0
KSLC,12/30/2022 15:05 UTC,29.89,37.4,64.66,8.06,,703.0,804.0,10.0
KSLC,12/30/2022 15:10 UTC,29.89,37.04,66.57,10.36,,704.0,,10.0
KSLC,12/30/2022 15:15 UTC,29.88,37.94,64.25,10.36,,653.0,754.0,10.0
KSLC,12/30/2022 15:20 UTC,29.88,37.4,64.66,11.51,,653.0,804.0,10.0
KSLC,12/30/2022 15:25 UTC,29.88,37.94,64.25,13.81,,606.0,754.0,10.0
KSLC,12/30/2022 15:30 UTC,29.88,37.4,64.66,12.66,,606.0,804.0,10.0
KSLC,12/30/2022 15:35 UTC,29.89,37.4,64.66,12.66,,606.0,804.0,10.0
KSLC,12/30/2022 15:40 UTC,29.89,37.94,64.25,11.51,,606.0,804.0,10.0
KSLC,12/30/2022 15:45 UTC,29.89,37.4,69.64,13.81,,754.0,,10.0
KSLC,12/30/2022 15:50 UTC,29.9,37.4,69.64,10.36,,456.0,754.0,10.0
KSLC,12/30/2022 15:54 UTC,29.89,37.94,67.18,11.51,,456.0,754.0,10.0
KSLC,12/30/2022 15:55 UTC,29.89,37.94,67.18,11.51,,754.0,,10.0
KSLC,12/30/2022 16:00 UTC,29.9,37.94,67.18,11.51,,754.0,,10.0
KSLC,12/30/2022 16:05 UTC,29.9,37.4,69.64,14.96,,704.0,,10.0
KSLC,12/30/2022 16:10 UTC,29.9,37.94,69.71,13.81,,653.0,754.0,10.0
KSLC,12/30/2022 16:15 UTC,29.89,37.94,67.18,12.66,,602.0,704.0,10.0
KSLC,12/30/2022 16:20 UTC,29.89,37.4,69.64,16.11,,602.0,704.0,10.0
KSLC,12/30/2022 16:25 UTC,29.9,37.94,67.18,13.81,,654.0,,10.0
KSLC,12/30/2022 16:30 UTC,29.9,37.4,69.64,14.96,,602.0,704.0,10.0
KSLC,12/30/2022 16:35 UTC,29.9,37.4,69.64,14.96,,496.0,654.0,10.0
KSLC,12/30/2022 16:40 UTC,29.89,37.94,69.71,13.81,,476.0,704.0,10.0
KSLC,12/30/2022 16:45 UTC,29.89,39.02,66.82,17.26,,456.0,654.0,10.0
KSLC,12/30/2022 16:50 UTC,29.88,39.02,66.82,11.51,854.0,476.0,703.0,10.0
KSLC,12/30/2022 16:54 UTC,29.89,39.02,66.82,13.81,853.0,476.0,703.0,10.0
KSLC,12/30/2022 16:55 UTC,29.88,39.02,66.82,16.11,,466.0,704.0,10.0
KSLC,12/30/2022 17:00 UTC,29.89,39.02,66.82,14.96,,466.0,704.0,10.0
KSLC,12/30/2022 17:05 UTC,29.89,39.2,69.85,14.96,,654.0,,10.0
KSLC,12/30/2022 17:10 UTC,29.89,39.02,69.83,13.81,,654.0,,10.0
KSLC,12/30/2022 17:15 UTC,29.88,39.02,69.83,16.11,,604.0,,10.0
