Station_ID,Date_Time,F8379Press,F8379Temp,F8379Humid,F8379Wind
F8379,01/03/2023 14:26 UTC,29.82,20.0,99.0,0.0
F8379,01/03/2023 14:31 UTC,29.82,20.0,99.0,0.0
F8379,01/03/2023 14:36 UTC,29.82,20.0,99.0,0.0
F8379,01/03/2023 14:41 UTC,29.82,20.0,99.0,0.0
F8379,01/03/2023 14:46 UTC,29.82,20.0,99.0,0.0
F8379,01/03/2023 14:51 UTC,29.83,20.0,99.0,0.0
F8379,01/03/2023 14:56 UTC,29.83,20.0,99.0,0.0
F8379,01/03/2023 15:01 UTC,29.82,20.0,99.0,0.0
F8379,01/03/2023 15:06 UTC,29.83,20.0,99.0,0.0
F8379,01/03/2023 15:11 UTC,29.83,20.0,99.0,0.0
F8379,01/03/2023 15:16 UTC,29.83,20.0,99.0,0.0
F8379,01/03/2023 15:22 UTC,29.83,20.0,99.0,0.0
F8379,01/03/2023 15:27 UTC,29.84,20.0,99.0,0.0
F8379,01/03/2023 15:32 UTC,29.83,20.0,99.0,0.0
F8379,01/03/2023 15:37 UTC,29.83,20.0,99.0,0.0
F8379,01/03/2023 15:42 UTC,29.85,20.0,99.0,0.0
F8379,01/03/2023 15:47 UTC,29.84,20.0,99.0,0.0
F8379,01/03/2023 15:52 UTC,29.85,21.0,99.0,0.0
F8379,01/03/2023 15:57 UTC,29.85,21.0,99.0,0.0
F8379,01/03/2023 16:02 UTC,29.85,21.0,99.0,0.0
F8379,01/03/2023 16:07 UTC,29.86,21.0,98.0,0.0
F8379,01/03/2023 16:12 UTC,29.85,21.0,98.0,0.0
F8379,01/03/2023 16:17 UTC,29.86,21.0,98.0,0.0
F8379,01/03/2023 16:22 UTC,29.85,22.0,98.0,0.0
F8379,01/03/2023 16:27 UTC,29.86,22.0,98.0,0.0
F8379,01/03/2023 16:32 UTC,29.87,23.0,98.0,0.0
F8379,01/03/2023 16:37 UTC,29.86,23.0,98.0,0.0
F8379,01/03/2023 16:42 UTC,29.87,24.0,98.0,0.0
F8379,01/03/2023 16:47 UTC,29.87,24.0,97.0,0.0
F8379,01/03/2023 16:52 UTC,29.87,23.0,96.0,0.0
F8379,01/03/2023 16:57 UTC,29.87,24.0,96.0,0.0
F8379,01/03/2023 17:02 UTC,29.87,24.0,96.0,0.0
F8379,01/03/2023 17:07 UTC,29.88,24.0,95.0,0.0
F8379,01/03/2023 17:12 UTC,29.88,23.0,95.0,0.0
F8379,01/03/2023 17:17 UTC,29.88,24.0,94.0,0.0
F8379,01/03/2023 17:22 UTC,29.88,24.0,94.0,0.0
F8379,01/03/2023 17:27 UTC,29.88,23.0,94.0,0.0
F8379,01/03/2023 17:32 UTC,29.88,24.0,93.0,0.0
F8379,01/03/2023 17:39 UTC,29.88,24.0,93.0,0.0
F8379,01/03/2023 17:44 UTC,29.89,25.0,92.0,0.0
F8379,01/03/2023 17:49 UTC,29.89,26.0,91.0,0.0
F8379,01/03/2023 17:54 UTC,29.88,26.0,90.0,0.0
F8379,01/03/2023 17:59 UTC,29.89,26.0,89.0,0.0
F8379,01/03/2023 18:04 UTC,29.88,27.0,88.0,0.0
F8379,01/03/2023 18:09 UTC,29.88,27.0,88.0,0.0
F8379,01/03/2023 18:14 UTC,29.89,26.0,88.0,0.0
F8379,01/03/2023 18:19 UTC,29.88,25.0,89.0,0.0
F8379,01/03/2023 18:24 UTC,29.88,25.0,90.0,0.0
F8379,01/03/2023 18:29 UTC,29.89,25.0,90.0,0.0
F8379,01/03/2023 18:34 UTC,29.89,25.0,89.0,0.0
F8379,01/03/2023 18:39 UTC,29.89,25.0,89.0,0.0
F8379,01/03/2023 18:44 UTC,29.88,25.0,89.0,0.0
F8379,01/03/2023 18:49 UTC,29.89,25.0,89.0,0.0
F8379,01/03/2023 18:54 UTC,29.88,25.0,89.0,0.0
F8379,01/03/2023 18:59 UTC,29.88,25.0,89.0,0.0
F8379,01/03/2023 19:04 UTC,29.88,25.0,89.0,0.0
F8379,01/03/2023 19:10 UTC,29.88,25.0,90.0,0.0
F8379,01/03/2023 19:15 UTC,29.88,24.0,90.0,0.0
F8379,01/03/2023 19:20 UTC,29.88,24.0,89.0,0.0
F8379,01/03/2023 19:25 UTC,29.88,24.0,89.0,0.0
F8379,01/03/2023 19:30 UTC,29.88,24.0,89.0,0.0
F8379,01/03/2023 19:35 UTC,29.87,24.0,88.0,0.0
F8379,01/03/2023 19:40 UTC,29.88,24.0,88.0,0.0
F8379,01/03/2023 19:45 UTC,29.88,24.0,88.0,0.0
F8379,01/03/2023 19:50 UTC,29.87,25.0,88.0,0.0
F8379,01/03/2023 19:55 UTC,29.87,25.0,88.0,0.0
F8379,01/03/2023 20:00 UTC,29.88,24.0,88.0,0.0
F8379,01/03/2023 20:05 UTC,29.88,25.0,88.0,0.0
F8379,01/03/2023 20:10 UTC,29.87,26.0,86.0,0.0
F8379,01/03/2023 20:15 UTC,29.88,26.0,86.0,0.0
F8379,01/03/2023 20:20 UTC,29.87,25.0,85.0,0.0
F8379,01/03/2023 20:25 UTC,29.88,25.0,85.0,0.0
F8379,01/03/2023 20:30 UTC,29.88,25.0,85.0,7.0
F8379,01/03/2023 20:35 UTC,29.87,25.0,85.0,5.99
F8379,01/03/2023 20:40 UTC,29.88,25.0,86.0,8.0
F8379,01/03/2023 20:45 UTC,29.88,24.0,87.0,7.0
F8379,01/03/2023 20:50 UTC,29.88,24.0,87.0,9.0
F8379,01/03/2023 20:55 UTC,29.88,24.0,88.0,8.0
F8379,01/03/2023 21:00 UTC,29.87,24.0,89.0,10.0
F8379,01/03/2023 21:05 UTC,29.87,25.0,88.0,5.0
F8379,01/03/2023 21:10 UTC,29.87,24.0,88.0,9.0
F8379,01/03/2023 21:15 UTC,29.88,25.0,88.0,7.0
F8379,01/03/2023 21:20 UTC,29.88,25.0,87.0,9.0
F8379,01/03/2023 21:25 UTC,29.88,25.0,86.0,9.0
F8379,01/03/2023 21:30 UTC,29.88,26.0,86.0,11.0
F8379,01/03/2023 21:35 UTC,29.88,26.0,86.0,10.0
F8379,01/03/2023 21:40 UTC,29.89,25.0,87.0,8.0
F8379,01/03/2023 21:45 UTC,29.89,25.0,88.0,8.0
F8379,01/03/2023 21:50 UTC,29.9,24.0,89.0,11.0
F8379,01/03/2023 21:55 UTC,29.89,24.0,90.0,10.0
F8379,01/03/2023 22:00 UTC,29.9,24.0,90.0,9.0
F8379,01/03/2023 22:05 UTC,29.91,24.0,90.0,8.0
F8379,01/03/2023 22:10 UTC,29.9,24.0,91.0,11.0
F8379,01/03/2023 22:15 UTC,29.91,24.0,93.0,11.0
F8379,01/03/2023 22:20 UTC,29.91,24.0,93.0,9.0
F8379,01/03/2023 22:25 UTC,29.91,23.0,92.0,12.0
F8379,01/03/2023 22:30 UTC,29.91,23.0,91.0,8.0
F8379,01/03/2023 22:35 UTC,29.91,24.0,91.0,11.0
F8379,01/03/2023 22:40 UTC,29.91,24.0,91.0,8.0
F8379,01/03/2023 22:45 UTC,29.91,24.0,89.0,7.0
F8379,01/03/2023 22:50 UTC,29.92,24.0,88.0,9.0
F8379,01/03/2023 22:55 UTC,29.92,24.0,87.0,7.0
F8379,01/03/2023 23:00 UTC,29.92,24.0,86.0,8.0
F8379,01/03/2023 23:05 UTC,29.92,24.0,86.0,8.0
F8379,01/03/2023 23:10 UTC,29.92,24.0,87.0,10.0
F8379,01/03/2023 23:15 UTC,29.93,24.0,86.0,9.0
F8379,01/03/2023 23:20 UTC,29.92,23.0,86.0,11.0
F8379,01/03/2023 23:25 UTC,29.92,23.0,87.0,9.0
F8379,01/03/2023 23:30 UTC,29.93,23.0,87.0,7.0
F8379,01/03/2023 23:35 UTC,29.93,23.0,86.0,11.0
F8379,01/03/2023 23:40 UTC,29.93,23.0,86.0,12.0
F8379,01/03/2023 23:46 UTC,29.94,23.0,87.0,9.0
F8379,01/03/2023 23:51 UTC,29.93,23.0,88.0,7.0
F8379,01/03/2023 23:56 UTC,29.94,22.0,88.0,8.0
F8379,01/04/2023 00:01 UTC,29.94,22.0,89.0,8.0
F8379,01/04/2023 00:06 UTC,29.94,22.0,90.0,5.99
F8379,01/04/2023 00:11 UTC,29.94,22.0,91.0,7.0
F8379,01/04/2023 00:16 UTC,29.95,22.0,92.0,5.0
F8379,01/04/2023 00:21 UTC,29.94,22.0,92.0,7.0
F8379,01/04/2023 00:26 UTC,29.96,22.0,92.0,7.0
F8379,01/04/2023 00:31 UTC,29.96,22.0,92.0,7.0
F8379,01/04/2023 00:36 UTC,29.96,22.0,92.0,9.0
F8379,01/04/2023 00:41 UTC,29.95,22.0,92.0,7.0
F8379,01/04/2023 00:46 UTC,29.95,22.0,91.0,9.0
F8379,01/04/2023 00:51 UTC,29.95,22.0,90.0,10.0
F8379,01/04/2023 00:56 UTC,29.95,22.0,90.0,7.0
F8379,01/04/2023 01:01 UTC,29.96,22.0,90.0,8.0
F8379,01/04/2023 01:06 UTC,29.96,22.0,90.0,7.0
F8379,01/04/2023 01:11 UTC,29.96,22.0,90.0,8.0
F8379,01/04/2023 01:16 UTC,29.96,22.0,90.0,9.0
F8379,01/04/2023 01:21 UTC,29.97,22.0,90.0,5.99
F8379,01/04/2023 01:26 UTC,29.97,22.0,91.0,9.0
F8379,01/04/2023 01:31 UTC,29.97,22.0,91.0,9.0
F8379,01/04/2023 01:36 UTC,29.97,22.0,90.0,9.0
F8379,01/04/2023 01:41 UTC,29.98,22.0,90.0,7.0
F8379,01/04/2023 01:46 UTC,29.97,22.0,89.0,8.0
F8379,01/04/2023 01:51 UTC,29.98,22.0,89.0,8.0
F8379,01/04/2023 01:56 UTC,29.97,22.0,88.0,7.0
F8379,01/04/2023 02:01 UTC,29.97,22.0,88.0,8.0
F8379,01/04/2023 02:06 UTC,29.97,22.0,88.0,8.0
F8379,01/04/2023 02:11 UTC,29.98,22.0,89.0,7.0
F8379,01/04/2023 02:16 UTC,29.97,22.0,89.0,7.0
F8379,01/04/2023 02:21 UTC,29.98,22.0,89.0,8.0
F8379,01/04/2023 02:26 UTC,29.98,22.0,88.0,8.0
F8379,01/04/2023 02:31 UTC,29.98,22.0,88.0,8.0
F8379,01/04/2023 02:36 UTC,29.98,22.0,88.0,5.99
F8379,01/04/2023 02:41 UTC,29.98,22.0,88.0,7.0
F8379,01/04/2023 02:46 UTC,29.98,22.0,88.0,7.0
F8379,01/04/2023 02:51 UTC,29.99,22.0,88.0,5.99
F8379,01/04/2023 02:56 UTC,29.99,22.0,88.0,5.99
F8379,01/04/2023 03:01 UTC,29.99,21.0,88.0,5.0
F8379,01/04/2023 03:06 UTC,29.99,21.0,89.0,3.0
F8379,01/04/2023 03:11 UTC,29.99,21.0,88.0,7.0
F8379,01/04/2023 03:16 UTC,29.98,21.0,88.0,7.0
F8379,01/04/2023 03:21 UTC,29.99,22.0,87.0,8.0
F8379,01/04/2023 03:26 UTC,29.99,21.0,88.0,5.99
F8379,01/04/2023 03:31 UTC,30.0,21.0,88.0,5.99
F8379,01/04/2023 03:36 UTC,29.99,21.0,88.0,5.0
F8379,01/04/2023 03:41 UTC,30.0,21.0,88.0,3.0
F8379,01/04/2023 03:46 UTC,30.0,21.0,89.0,4.0
F8379,01/04/2023 03:51 UTC,30.0,21.0,89.0,4.0
F8379,01/04/2023 03:56 UTC,30.0,21.0,89.0,5.99
F8379,01/04/2023 04:01 UTC,30.01,21.0,89.0,7.0
F8379,01/04/2023 04:06 UTC,30.01,21.0,89.0,5.99
F8379,01/04/2023 04:11 UTC,30.01,22.0,90.0,5.0
F8379,01/04/2023 04:16 UTC,30.02,21.0,90.0,5.0
F8379,01/04/2023 04:22 UTC,30.02,22.0,90.0,5.99
F8379,01/04/2023 04:27 UTC,30.03,21.0,92.0,3.0
F8379,01/04/2023 04:32 UTC,30.03,21.0,93.0,5.0
F8379,01/04/2023 04:37 UTC,30.02,21.0,93.0,4.0
F8379,01/04/2023 04:42 UTC,30.03,21.0,93.0,5.0
F8379,01/04/2023 04:47 UTC,30.03,21.0,93.0,3.0
F8379,01/04/2023 04:52 UTC,30.03,21.0,92.0,4.0
F8379,01/04/2023 04:57 UTC,30.04,21.0,91.0,4.0
F8379,01/04/2023 05:02 UTC,30.03,21.0,90.0,5.0
F8379,01/04/2023 05:07 UTC,30.03,22.0,90.0,2.0
F8379,01/04/2023 05:12 UTC,30.03,22.0,89.0,2.0
F8379,01/04/2023 05:17 UTC,30.03,22.0,89.0,2.0
F8379,01/04/2023 05:22 UTC,30.04,21.0,89.0,1.0
F8379,01/04/2023 05:27 UTC,30.04,21.0,89.0,1.0
F8379,01/04/2023 05:32 UTC,30.04,21.0,89.0,1.0
F8379,01/04/2023 05:37 UTC,30.04,21.0,89.0,3.0
F8379,01/04/2023 05:42 UTC,30.04,21.0,88.0,2.0
F8379,01/04/2023 05:47 UTC,30.05,21.0,88.0,1.0
F8379,01/04/2023 05:52 UTC,30.04,21.0,89.0,1.0
F8379,01/04/2023 05:57 UTC,30.05,21.0,88.0,1.0
F8379,01/04/2023 06:02 UTC,30.05,21.0,88.0,0.0
F8379,01/04/2023 06:07 UTC,30.05,21.0,88.0,0.0
F8379,01/04/2023 06:12 UTC,30.05,21.0,89.0,0.0
F8379,01/04/2023 06:17 UTC,30.05,21.0,89.0,0.0
F8379,01/04/2023 06:22 UTC,30.06,21.0,89.0,1.0
F8379,01/04/2023 06:27 UTC,30.07,21.0,89.0,0.0
F8379,01/04/2023 06:32 UTC,30.06,21.0,90.0,1.0
F8379,01/04/2023 06:37 UTC,30.07,21.0,91.0,2.0
F8379,01/04/2023 06:42 UTC,30.06,21.0,92.0,1.0
F8379,01/04/2023 06:47 UTC,30.06,21.0,93.0,2.0
F8379,01/04/2023 06:52 UTC,30.06,20.0,94.0,4.0
F8379,01/04/2023 06:57 UTC,30.06,20.0,94.0,4.0
F8379,01/04/2023 07:02 UTC,30.06,20.0,95.0,4.0
F8379,01/04/2023 07:07 UTC,30.06,20.0,95.0,4.0
F8379,01/04/2023 07:12 UTC,30.06,20.0,95.0,4.0
F8379,01/04/2023 07:17 UTC,30.07,19.0,96.0,3.0
F8379,01/04/2023 07:22 UTC,30.06,19.0,96.0,2.0
F8379,01/04/2023 07:27 UTC,30.07,18.0,96.0,3.0
F8379,01/04/2023 07:32 UTC,30.07,18.0,96.0,2.0
F8379,01/04/2023 07:37 UTC,30.08,17.0,96.0,0.0
F8379,01/04/2023 07:42 UTC,30.08,17.0,96.0,0.0
F8379,01/04/2023 07:47 UTC,30.09,17.0,96.0,3.0
F8379,01/04/2023 07:52 UTC,30.08,17.0,97.0,2.0
F8379,01/04/2023 07:57 UTC,30.08,17.0,97.0,4.0
F8379,01/04/2023 08:02 UTC,30.08,18.0,97.0,1.0
F8379,01/04/2023 08:07 UTC,30.09,19.0,96.0,3.0
F8379,01/04/2023 08:12 UTC,30.09,18.0,97.0,0.0
F8379,01/04/2023 08:17 UTC,30.08,18.0,97.0,0.0
F8379,01/04/2023 08:22 UTC,30.09,18.0,97.0,0.0
F8379,01/04/2023 08:27 UTC,30.09,17.0,97.0,1.0
F8379,01/04/2023 08:32 UTC,30.09,18.0,97.0,0.0
F8379,01/04/2023 08:37 UTC,30.09,18.0,97.0,1.0
F8379,01/04/2023 08:42 UTC,30.1,17.0,97.0,0.0
F8379,01/04/2023 08:47 UTC,30.1,17.0,97.0,0.0
F8379,01/04/2023 08:52 UTC,30.1,17.0,97.0,0.0
F8379,01/04/2023 08:57 UTC,30.11,18.0,97.0,0.0
F8379,01/04/2023 09:02 UTC,30.1,18.0,97.0,0.0
F8379,01/04/2023 09:07 UTC,30.1,17.0,97.0,0.0
F8379,01/04/2023 09:12 UTC,30.1,17.0,97.0,2.0
F8379,01/04/2023 09:18 UTC,30.11,16.0,97.0,1.0
F8379,01/04/2023 09:23 UTC,30.1,15.0,97.0,0.0
F8379,01/04/2023 09:28 UTC,30.11,15.0,97.0,0.0
F8379,01/04/2023 09:33 UTC,30.11,15.0,96.0,0.0
F8379,01/04/2023 09:38 UTC,30.11,15.0,97.0,0.0
F8379,01/04/2023 09:43 UTC,30.11,15.0,97.0,0.0
F8379,01/04/2023 09:48 UTC,30.11,15.0,96.0,1.0
F8379,01/04/2023 09:53 UTC,30.1,14.0,97.0,0.0
F8379,01/04/2023 09:58 UTC,30.11,13.0,96.0,1.0
F8379,01/04/2023 10:03 UTC,30.1,11.0,95.0,1.0
F8379,01/04/2023 10:08 UTC,30.11,11.0,95.0,1.0
F8379,01/04/2023 10:13 UTC,30.11,12.0,96.0,2.0
F8379,01/04/2023 10:18 UTC,30.11,14.0,95.0,0.0
F8379,01/04/2023 10:23 UTC,30.11,13.0,96.0,0.0
F8379,01/04/2023 10:28 UTC,30.11,13.0,95.0,0.0
F8379,01/04/2023 10:33 UTC,30.11,13.0,96.0,0.0
F8379,01/04/2023 10:38 UTC,30.11,14.0,96.0,0.0
F8379,01/04/2023 10:43 UTC,30.11,14.0,96.0,0.0
F8379,01/04/2023 10:48 UTC,30.11,14.0,96.0,0.0
F8379,01/04/2023 10:53 UTC,30.11,15.0,96.0,0.0
F8379,01/04/2023 10:58 UTC,30.11,15.0,97.0,0.0
F8379,01/04/2023 11:03 UTC,30.11,16.0,97.0,0.0
F8379,01/04/2023 11:08 UTC,30.1,16.0,97.0,0.0
F8379,01/04/2023 11:13 UTC,30.1,18.0,97.0,0.0
F8379,01/04/2023 11:18 UTC,30.1,17.0,97.0,0.0
F8379,01/04/2023 11:23 UTC,30.1,17.0,97.0,0.0
F8379,01/04/2023 11:28 UTC,30.1,17.0,97.0,0.0
F8379,01/04/2023 11:33 UTC,30.1,17.0,97.0,0.0
F8379,01/04/2023 11:38 UTC,30.1,17.0,97.0,0.0
F8379,01/04/2023 11:43 UTC,30.1,17.0,97.0,0.0
F8379,01/04/2023 11:48 UTC,30.1,16.0,97.0,2.0
F8379,01/04/2023 11:53 UTC,30.1,17.0,97.0,3.0
F8379,01/04/2023 11:58 UTC,30.1,17.0,97.0,0.0
F8379,01/04/2023 12:03 UTC,30.1,17.0,97.0,2.0
F8379,01/04/2023 12:08 UTC,30.11,18.0,97.0,0.0
F8379,01/04/2023 12:13 UTC,30.11,17.0,97.0,0.0
F8379,01/04/2023 12:18 UTC,30.11,17.0,97.0,0.0
F8379,01/04/2023 12:23 UTC,30.1,17.0,97.0,0.0
F8379,01/04/2023 12:28 UTC,30.1,16.0,96.0,0.0
F8379,01/04/2023 12:33 UTC,30.09,16.0,96.0,1.0
F8379,01/04/2023 12:38 UTC,30.1,17.0,96.0,0.0
F8379,01/04/2023 12:43 UTC,30.1,17.0,96.0,0.0
F8379,01/04/2023 12:48 UTC,30.1,15.0,95.0,1.0
F8379,01/04/2023 12:53 UTC,30.11,15.0,96.0,0.0
F8379,01/04/2023 12:58 UTC,30.1,15.0,96.0,0.0
F8379,01/04/2023 13:03 UTC,30.1,15.0,96.0,0.0
F8379,01/04/2023 13:08 UTC,30.11,15.0,96.0,3.0
F8379,01/04/2023 13:13 UTC,30.11,14.0,96.0,0.0
F8379,01/04/2023 13:18 UTC,30.11,15.0,96.0,0.0
F8379,01/04/2023 13:23 UTC,30.11,14.0,96.0,0.0
F8379,01/04/2023 13:28 UTC,30.11,15.0,97.0,1.0
F8379,01/04/2023 13:33 UTC,30.11,15.0,96.0,1.0
F8379,01/04/2023 13:38 UTC,30.11,16.0,96.0,0.0
F8379,01/04/2023 13:43 UTC,30.11,15.0,96.0,0.0
F8379,01/04/2023 13:48 UTC,30.12,15.0,96.0,1.0
F8379,01/04/2023 13:53 UTC,30.12,14.0,96.0,2.0
F8379,01/04/2023 13:59 UTC,30.12,14.0,96.0,0.0
F8379,01/04/2023 14:04 UTC,30.12,14.0,96.0,0.0
F8379,01/04/2023 14:09 UTC,30.12,14.0,96.0,0.0
F8379,01/04/2023 14:14 UTC,30.13,15.0,96.0,1.0
F8379,01/04/2023 14:19 UTC,30.13,16.0,97.0,1.0
F8379,01/04/2023 14:24 UTC,30.13,16.0,97.0,0.0
F8379,01/04/2023 14:29 UTC,30.14,16.0,96.0,1.0
F8379,01/04/2023 14:34 UTC,30.13,16.0,97.0,0.0
F8379,01/04/2023 14:39 UTC,30.14,16.0,96.0,2.0
F8379,01/04/2023 14:44 UTC,30.13,17.0,96.0,1.0
F8379,01/04/2023 14:49 UTC,30.14,17.0,96.0,1.0
F8379,01/04/2023 14:54 UTC,30.14,17.0,96.0,1.0
F8379,01/04/2023 14:59 UTC,30.14,17.0,96.0,2.0
F8379,01/04/2023 15:04 UTC,30.14,18.0,95.0,1.0
F8379,01/04/2023 15:09 UTC,30.15,18.0,95.0,2.0
F8379,01/04/2023 15:14 UTC,30.15,19.0,95.0,0.0
F8379,01/04/2023 15:19 UTC,30.14,18.0,95.0,1.0
F8379,01/04/2023 15:24 UTC,30.15,19.0,95.0,3.0
F8379,01/04/2023 15:29 UTC,30.15,16.0,94.0,0.0
F8379,01/04/2023 15:34 UTC,30.16,16.0,95.0,2.0
F8379,01/04/2023 15:39 UTC,30.16,17.0,94.0,2.0
F8379,01/04/2023 15:44 UTC,30.16,17.0,95.0,0.0
F8379,01/04/2023 15:49 UTC,30.17,17.0,95.0,0.0
F8379,01/04/2023 15:54 UTC,30.16,17.0,94.0,1.0
F8379,01/04/2023 15:59 UTC,30.18,17.0,94.0,1.0
F8379,01/04/2023 16:04 UTC,30.17,17.0,94.0,1.0
F8379,01/04/2023 16:09 UTC,30.18,18.0,94.0,2.0
F8379,01/04/2023 16:14 UTC,30.18,18.0,94.0,0.0
F8379,01/04/2023 16:19 UTC,30.19,19.0,93.0,1.0
F8379,01/04/2023 16:24 UTC,30.19,19.0,93.0,1.0
F8379,01/04/2023 16:29 UTC,30.19,20.0,93.0,0.0
F8379,01/04/2023 16:34 UTC,30.19,20.0,92.0,1.0
F8379,01/04/2023 16:39 UTC,30.19,19.0,92.0,0.0
F8379,01/04/2023 16:44 UTC,30.2,19.0,91.0,1.0
F8379,01/04/2023 16:49 UTC,30.2,21.0,92.0,0.0
F8379,01/04/2023 16:54 UTC,30.19,22.0,91.0,1.0
F8379,01/04/2023 16:59 UTC,30.2,22.0,90.0,0.0
F8379,01/04/2023 17:04 UTC,30.2,23.0,89.0,0.0
F8379,01/04/2023 17:09 UTC,30.2,23.0,88.0,0.0
F8379,01/04/2023 17:14 UTC,30.2,23.0,88.0,1.0
F8379,01/04/2023 17:19 UTC,30.21,23.0,87.0,0.0
F8379,01/04/2023 17:24 UTC,30.21,24.0,86.0,0.0
F8379,01/04/2023 17:29 UTC,30.21,24.0,86.0,0.0
F8379,01/04/2023 17:34 UTC,30.21,26.0,84.0,0.0
F8379,01/04/2023 17:39 UTC,30.21,26.0,83.0,1.0
F8379,01/04/2023 17:44 UTC,30.22,26.0,83.0,2.0
F8379,01/04/2023 17:49 UTC,30.22,26.0,83.0,0.0
F8379,01/04/2023 17:54 UTC,30.21,25.0,84.0,0.0
F8379,01/04/2023 17:59 UTC,30.21,27.0,82.0,0.0
F8379,01/04/2023 18:04 UTC,30.21,27.0,82.0,0.0
F8379,01/04/2023 18:09 UTC,30.21,26.0,83.0,0.0
F8379,01/04/2023 18:14 UTC,30.21,28.0,81.0,0.0
F8379,01/04/2023 18:19 UTC,30.2,26.0,82.0,1.0
F8379,01/04/2023 18:24 UTC,30.2,26.0,84.0,3.0
F8379,01/04/2023 18:29 UTC,30.2,26.0,85.0,1.0
F8379,01/04/2023 18:34 UTC,30.2,26.0,86.0,2.0
F8379,01/04/2023 18:39 UTC,30.19,27.0,84.0,5.0
F8379,01/04/2023 18:44 UTC,30.19,26.0,84.0,1.0
F8379,01/04/2023 18:49 UTC,30.19,26.0,84.0,3.0
F8379,01/04/2023 18:54 UTC,30.18,26.0,85.0,2.0
F8379,01/04/2023 18:59 UTC,30.19,26.0,85.0,3.0
F8379,01/04/2023 19:04 UTC,30.19,27.0,84.0,3.0
F8379,01/04/2023 19:09 UTC,30.19,27.0,84.0,2.0
F8379,01/04/2023 19:14 UTC,30.18,27.0,84.0,5.0
F8379,01/04/2023 19:19 UTC,30.18,26.0,85.0,5.99
F8379,01/04/2023 19:25 UTC,30.18,26.0,85.0,5.0
F8379,01/04/2023 19:30 UTC,30.17,27.0,84.0,3.0
F8379,01/04/2023 19:35 UTC,30.16,27.0,84.0,3.0
F8379,01/04/2023 19:40 UTC,30.17,28.0,82.0,4.0
F8379,01/04/2023 19:45 UTC,30.16,27.0,82.0,3.0
F8379,01/04/2023 19:50 UTC,30.16,27.0,83.0,3.0
F8379,01/04/2023 19:55 UTC,30.16,28.0,82.0,1.0
F8379,01/04/2023 20:00 UTC,30.16,28.0,82.0,2.0
F8379,01/04/2023 20:05 UTC,30.16,28.0,81.0,1.0
F8379,01/04/2023 20:10 UTC,30.16,28.0,81.0,5.0
F8379,01/04/2023 20:15 UTC,30.15,28.0,81.0,5.0
F8379,01/04/2023 20:20 UTC,30.16,28.0,81.0,1.0
F8379,01/04/2023 20:25 UTC,30.16,28.0,80.0,2.0
F8379,01/04/2023 20:30 UTC,30.15,28.0,80.0,3.0
F8379,01/04/2023 20:35 UTC,30.16,28.0,81.0,1.0
F8379,01/04/2023 20:40 UTC,30.15,28.0,80.0,3.0
F8379,01/04/2023 20:45 UTC,30.16,29.0,79.0,1.0
F8379,01/04/2023 20:50 UTC,30.16,29.0,79.0,2.0
F8379,01/04/2023 20:55 UTC,30.16,29.0,79.0,1.0
F8379,01/04/2023 21:00 UTC,30.16,28.0,79.0,2.0
F8379,01/04/2023 21:05 UTC,30.15,29.0,79.0,1.0
F8379,01/04/2023 21:10 UTC,30.15,29.0,79.0,0.0
F8379,01/04/2023 21:15 UTC,30.15,30.0,77.0,3.0
F8379,01/04/2023 21:20 UTC,30.15,30.0,77.0,3.0
F8379,01/04/2023 21:25 UTC,30.15,29.0,79.0,0.0
F8379,01/04/2023 21:30 UTC,30.15,31.0,77.0,0.0
F8379,01/04/2023 21:35 UTC,30.16,31.0,76.0,0.0
F8379,01/04/2023 21:40 UTC,30.16,30.0,77.0,1.0
F8379,01/04/2023 21:45 UTC,30.16,29.0,79.0,0.0
F8379,01/04/2023 21:50 UTC,30.15,30.0,77.0,0.0
F8379,01/04/2023 21:55 UTC,30.15,32.0,74.0,3.0
F8379,01/04/2023 22:00 UTC,30.16,30.0,77.0,0.0
F8379,01/04/2023 22:05 UTC,30.16,29.0,78.0,2.0
F8379,01/04/2023 22:10 UTC,30.16,28.0,79.0,1.0
F8379,01/04/2023 22:15 UTC,30.16,29.0,79.0,1.0
F8379,01/04/2023 22:20 UTC,30.16,30.0,77.0,0.0
F8379,01/04/2023 22:25 UTC,30.16,30.0,76.0,1.0
F8379,01/04/2023 22:30 UTC,30.17,30.0,75.0,2.0
F8379,01/04/2023 22:35 UTC,30.16,29.0,77.0,1.0
F8379,01/04/2023 22:40 UTC,30.16,30.0,76.0,1.0
F8379,01/04/2023 22:45 UTC,30.15,31.0,73.0,1.0
F8379,01/04/2023 22:50 UTC,30.16,29.0,78.0,3.0
F8379,01/04/2023 22:55 UTC,30.15,28.0,79.0,1.0
F8379,01/04/2023 23:00 UTC,30.16,29.0,78.0,1.0
F8379,01/04/2023 23:05 UTC,30.16,29.0,78.0,1.0
F8379,01/04/2023 23:10 UTC,30.16,27.0,80.0,1.0
F8379,01/04/2023 23:15 UTC,30.17,26.0,82.0,1.0
F8379,01/04/2023 23:21 UTC,30.16,27.0,82.0,1.0
F8379,01/04/2023 23:26 UTC,30.15,26.0,83.0,1.0
F8379,01/04/2023 23:31 UTC,30.15,27.0,82.0,1.0
F8379,01/04/2023 23:36 UTC,30.16,27.0,82.0,0.0
F8379,01/04/2023 23:41 UTC,30.16,26.0,83.0,1.0
