Station_ID,Date_Time,KU42Press,KU42Temp,KU42Humidity,KU42Wind,KU42Cloud3,KU42Cloud1,KU42Cloud2,KU42Vis
KU42,01/08/2023 07:15 UTC,30.17,33.98,79.76,10.36,,1.0,,10.0
KU42,01/08/2023 07:35 UTC,30.16,32.72,82.67,8.06,,1.0,,10.0
KU42,01/08/2023 07:55 UTC,30.15,35.24,78.13,14.96,,1.0,,10.0
KU42,01/08/2023 08:15 UTC,30.16,35.96,76.49,12.66,,1.0,,10.0
KU42,01/08/2023 08:35 UTC,30.15,35.6,77.02,14.96,,1.0,,10.0
KU42,01/08/2023 08:55 UTC,30.14,34.34,81.58,13.81,,1.0,,10.0
KU42,01/08/2023 11:55 UTC,30.11,37.4,74.41,25.32,,1204.0,,10.0
KU42,01/08/2023 12:15 UTC,30.11,36.68,76.56,14.96,,1204.0,,10.0
KU42,01/08/2023 12:35 UTC,30.11,37.4,72.26,18.41,,1204.0,,10.0
KU42,01/08/2023 12:55 UTC,30.1,36.86,73.27,14.96,,1202.0,,10.0
KU42,01/08/2023 13:15 UTC,30.1,36.86,72.2,16.11,,1202.0,,10.0
KU42,01/08/2023 13:35 UTC,30.11,36.68,73.79,23.02,,1.0,,10.0
KU42,01/08/2023 13:55 UTC,30.1,35.6,78.74,19.56,,1.0,,10.0
KU42,01/08/2023 14:15 UTC,30.1,35.78,76.47,16.11,,1.0,,10.0
KU42,01/08/2023 14:35 UTC,30.09,36.5,73.78,17.26,,1.0,,10.0
KU42,01/08/2023 14:55 UTC,30.1,36.68,71.65,13.81,,1.0,,10.0
KU42,01/08/2023 15:35 UTC,30.09,35.6,78.74,17.26,,1.0,,10.0
KU42,01/08/2023 15:55 UTC,30.09,34.88,81.02,19.56,,1.0,,10.0
KU42,01/08/2023 16:15 UTC,30.09,35.24,81.65,19.56,,1.0,,10.0
KU42,01/08/2023 16:35 UTC,30.09,36.14,78.21,24.17,,1.0,,10.0
KU42,01/08/2023 16:55 UTC,30.1,37.22,74.94,23.02,,1.0,,10.0
KU42,01/08/2023 17:15 UTC,30.1,38.3,70.26,24.17,,1.0,,10.0
KU42,01/08/2023 17:35 UTC,30.1,39.2,66.84,20.71,,1.0,,10.0
KU42,01/08/2023 17:55 UTC,30.1,39.2,67.34,24.17,,1.0,,10.0
KU42,01/08/2023 18:15 UTC,30.11,39.38,66.87,17.26,,1202.0,,10.0
KU42,01/08/2023 18:35 UTC,30.12,40.1,65.02,18.41,,1003.0,1204.0,10.0
KU42,01/08/2023 18:55 UTC,30.11,39.92,65.47,17.26,,904.0,,10.0
KU42,01/08/2023 19:15 UTC,30.11,39.02,71.38,12.66,,1004.0,,10.0
KU42,01/08/2023 19:35 UTC,30.1,40.46,65.06,20.71,,1004.0,,10.0
KU42,01/08/2023 19:55 UTC,30.1,41.0,63.25,21.86,,1004.0,,10.0
KU42,01/08/2023 20:15 UTC,30.09,41.9,60.2,20.71,,1103.0,,10.0
KU42,01/08/2023 20:35 UTC,30.09,42.08,59.78,19.56,,1202.0,,10.0
KU42,01/08/2023 21:15 UTC,30.08,41.36,63.3,16.11,,1104.0,,10.0
KU42,01/08/2023 21:35 UTC,30.08,41.0,63.72,20.71,1004.0,652.0,752.0,10.0
KU42,01/08/2023 21:55 UTC,30.06,41.72,62.88,18.41,,652.0,804.0,10.0
KU42,01/08/2023 22:15 UTC,30.05,40.64,68.01,16.11,1203.0,702.0,852.0,10.0
KU42,01/08/2023 22:35 UTC,30.07,40.1,69.45,16.11,,1202.0,,10.0
KU42,01/08/2023 22:55 UTC,30.09,40.82,67.54,19.56,,1.0,,10.0
KU42,01/08/2023 23:15 UTC,30.09,40.46,68.49,12.66,,1.0,,10.0
KU42,01/08/2023 23:35 UTC,30.09,41.72,64.28,11.51,,1.0,,10.0
KU42,01/08/2023 23:55 UTC,30.09,41.36,65.66,10.36,,1.0,,10.0
KU42,01/09/2023 00:15 UTC,30.09,40.82,66.07,16.11,,1.0,,10.0
KU42,01/09/2023 00:55 UTC,30.11,40.28,67.47,11.51,,1.0,,10.0
KU42,01/09/2023 01:15 UTC,30.11,39.92,69.43,11.51,,1.0,,10.0
KU42,01/09/2023 01:35 UTC,30.12,39.56,68.38,9.21,,902.0,,10.0
KU42,01/09/2023 01:55 UTC,30.12,40.1,66.96,6.91,,903.0,,10.0
KU42,01/09/2023 02:15 UTC,30.13,39.38,69.37,5.75,,903.0,,10.0
KU42,01/09/2023 02:35 UTC,30.12,39.38,70.39,5.75,,1002.0,,10.0
KU42,01/09/2023 02:55 UTC,30.13,38.12,71.81,4.6,,903.0,,10.0
KU42,01/09/2023 03:15 UTC,30.13,36.86,73.81,6.91,,902.0,,10.0
KU42,01/09/2023 03:35 UTC,30.14,38.3,69.75,9.21,,803.0,,10.0
KU42,01/09/2023 04:35 UTC,30.13,36.86,72.2,8.06,,1.0,,10.0
KU42,01/09/2023 04:55 UTC,30.13,37.4,70.68,10.36,,1.0,,10.0
KU42,01/09/2023 05:15 UTC,30.14,36.86,71.14,10.36,,1.0,,10.0
KU42,01/09/2023 05:35 UTC,30.13,34.7,75.8,6.91,,1.0,,10.0
KU42,01/09/2023 06:15 UTC,30.13,34.52,77.49,0.0,,1.0,,10.0
KU42,01/09/2023 06:35 UTC,30.12,36.14,74.83,11.51,,1.0,,10.0
KU42,01/09/2023 08:15 UTC,30.12,34.88,79.84,6.91,,1.0,,10.0
KU42,01/09/2023 08:35 UTC,30.1,34.34,81.58,16.11,,1.0,,10.0
KU42,01/09/2023 10:35 UTC,30.09,33.8,83.36,13.81,,1.0,,10.0
KU42,01/09/2023 10:55 UTC,30.08,34.16,82.17,16.11,,1.0,,10.0
KU42,01/09/2023 11:35 UTC,30.06,34.16,80.37,11.51,,1.0,,10.0
KU42,01/09/2023 11:55 UTC,30.05,33.8,80.34,12.66,,1.0,,10.0
KU42,01/09/2023 12:35 UTC,30.05,35.06,76.4,13.81,,1.0,,10.0
KU42,01/09/2023 13:55 UTC,30.04,37.58,70.18,13.81,,1.0,,10.0
KU42,01/09/2023 14:15 UTC,30.04,36.5,74.87,12.66,,1203.0,,10.0
KU42,01/09/2023 14:55 UTC,30.03,36.86,73.81,23.02,,1204.0,,10.0
KU42,01/09/2023 15:15 UTC,30.02,36.86,73.81,18.41,,1104.0,,10.0
KU42,01/09/2023 15:35 UTC,30.02,37.76,71.24,21.86,,1104.0,,10.0
KU42,01/09/2023 15:55 UTC,30.03,38.3,70.26,18.41,,1104.0,,10.0
KU42,01/09/2023 16:15 UTC,30.04,36.32,76.52,17.26,,1204.0,,10.0
KU42,01/09/2023 17:15 UTC,30.04,37.58,73.35,17.26,,1002.0,,10.0
KU42,01/09/2023 17:35 UTC,30.04,38.12,76.69,19.56,,803.0,1003.0,10.0
KU42,01/09/2023 18:55 UTC,30.01,35.06,100.0,25.32,854.0,172.0,303.0,7.0
KU42,01/09/2023 19:15 UTC,30.0,34.7,100.0,26.47,494.0,312.0,413.0,10.0
KU42,01/09/2023 19:35 UTC,29.99,34.7,100.0,27.62,504.0,333.0,403.0,7.0
KU42,01/09/2023 19:55 UTC,29.98,34.88,100.0,23.02,804.0,242.0,703.0,10.0
KU42,01/09/2023 20:15 UTC,29.96,34.7,100.0,28.77,904.0,242.0,312.0,10.0
KU42,01/09/2023 20:55 UTC,29.94,34.34,100.0,24.17,504.0,382.0,433.0,7.0
KU42,01/09/2023 21:35 UTC,29.93,33.98,100.0,21.86,,474.0,,10.0
KU42,01/09/2023 21:55 UTC,29.93,34.16,100.0,21.86,,554.0,,10.0
KU42,01/09/2023 22:55 UTC,29.91,34.88,100.0,19.56,,604.0,,10.0
KU42,01/09/2023 23:15 UTC,29.91,35.6,100.0,21.86,,604.0,,10.0
KU42,01/09/2023 23:35 UTC,29.9,36.5,100.0,21.86,,504.0,,10.0
KU42,01/09/2023 23:55 UTC,29.91,37.4,100.0,23.02,,503.0,654.0,10.0
KU42,01/10/2023 00:15 UTC,29.91,37.4,100.0,18.41,,503.0,554.0,10.0
KU42,01/10/2023 00:35 UTC,29.91,37.76,100.0,17.26,,483.0,504.0,10.0
KU42,01/10/2023 00:55 UTC,29.91,37.94,100.0,18.41,,432.0,504.0,10.0
KU42,01/10/2023 01:15 UTC,29.9,38.66,100.0,21.86,,502.0,704.0,10.0
KU42,01/10/2023 01:35 UTC,29.9,39.2,100.0,18.41,,704.0,,10.0
KU42,01/10/2023 02:15 UTC,29.91,39.38,100.0,21.86,,493.0,604.0,10.0
KU42,01/10/2023 04:15 UTC,29.93,39.02,100.0,18.41,,433.0,504.0,7.0
KU42,01/10/2023 04:35 UTC,29.93,38.84,100.0,18.41,414.0,222.0,292.0,7.0
KU42,01/10/2023 05:55 UTC,29.91,38.66,100.0,18.41,,653.0,754.0,10.0
KU42,01/10/2023 06:15 UTC,29.9,38.66,100.0,17.26,,504.0,,7.0
KU42,01/10/2023 06:55 UTC,29.9,38.3,100.0,17.26,484.0,372.0,433.0,7.0
KU42,01/10/2023 09:15 UTC,29.84,36.5,100.0,19.56,,344.0,,10.0
KU42,01/10/2023 10:55 UTC,29.81,37.4,100.0,21.86,,1104.0,,10.0
KU42,01/10/2023 11:35 UTC,29.79,38.3,100.0,26.47,1004.0,652.0,803.0,10.0
KU42,01/10/2023 12:55 UTC,29.81,39.56,100.0,23.02,,752.0,1103.0,10.0
KU42,01/10/2023 13:15 UTC,29.82,40.1,100.0,23.02,,802.0,1103.0,10.0
KU42,01/10/2023 13:35 UTC,29.81,40.64,100.0,23.02,1203.0,302.0,602.0,10.0
KU42,01/10/2023 15:35 UTC,29.9,36.5,100.0,10.36,224.0,62.0,163.0,10.0
KU42,01/10/2023 15:55 UTC,29.89,36.68,100.0,6.91,604.0,183.0,233.0,10.0
KU42,01/10/2023 16:15 UTC,29.9,36.86,100.0,4.6,,202.0,294.0,10.0
KU42,01/10/2023 16:35 UTC,29.9,37.04,100.0,5.75,,293.0,553.0,10.0
KU42,01/10/2023 16:55 UTC,29.9,37.76,100.0,5.75,,313.0,,10.0
KU42,01/10/2023 17:15 UTC,29.91,41.54,99.31,16.11,,312.0,903.0,10.0
KU42,01/10/2023 17:35 UTC,29.9,44.6,88.31,19.56,,903.0,,10.0
KU42,01/10/2023 17:55 UTC,29.9,45.68,87.15,21.86,,902.0,,10.0
KU42,01/10/2023 18:15 UTC,29.9,44.6,87.7,19.56,,802.0,,10.0
KU42,01/10/2023 18:35 UTC,29.89,44.96,88.33,12.66,,802.0,1103.0,10.0
KU42,01/10/2023 18:55 UTC,29.87,45.5,87.14,11.51,,802.0,1102.0,10.0
KU42,01/10/2023 19:55 UTC,29.81,45.68,87.15,18.41,1203.0,382.0,1003.0,10.0
KU42,01/10/2023 20:15 UTC,29.8,44.6,91.43,19.56,954.0,502.0,703.0,10.0
KU42,01/10/2023 20:55 UTC,29.79,43.7,95.94,18.41,,483.0,604.0,7.0
KU42,01/10/2023 21:15 UTC,29.76,43.7,96.61,18.41,,292.0,503.0,10.0
KU42,01/10/2023 21:35 UTC,29.74,44.6,94.0,18.41,,292.0,502.0,10.0
KU42,01/10/2023 21:55 UTC,29.72,45.14,90.82,18.41,,1.0,,10.0
KU42,01/10/2023 22:15 UTC,29.71,45.86,86.56,23.02,,1.0,,10.0
KU42,01/10/2023 22:35 UTC,29.71,46.04,84.2,24.17,,442.0,1102.0,10.0
KU42,01/10/2023 22:55 UTC,29.71,45.5,85.34,11.51,,903.0,1103.0,10.0
KU42,01/10/2023 23:15 UTC,29.7,46.4,80.78,14.96,,603.0,904.0,10.0
KU42,01/10/2023 23:55 UTC,29.71,42.98,93.95,17.26,,323.0,394.0,5.0
KU42,01/11/2023 00:15 UTC,29.71,41.54,100.0,13.81,,324.0,,5.0
KU42,01/11/2023 00:35 UTC,29.7,41.9,99.31,9.21,,282.0,384.0,10.0
KU42,01/11/2023 01:55 UTC,29.71,40.64,100.0,4.6,,214.0,,4.0
KU42,01/11/2023 02:55 UTC,29.76,32.72,100.0,9.21,,203.0,254.0,7.0
KU42,01/11/2023 03:15 UTC,29.75,32.18,100.0,11.51,,33.0,204.0,3.0
KU42,01/11/2023 03:35 UTC,29.77,32.0,100.0,0.0,,34.0,,10.0
KU42,01/11/2023 03:55 UTC,29.78,32.36,100.0,9.21,184.0,32.0,132.0,10.0
KU42,01/11/2023 04:15 UTC,29.78,32.0,100.0,8.06,,164.0,,2.5
KU42,01/11/2023 04:35 UTC,29.77,32.0,100.0,4.6,,164.0,,2.5
KU42,01/11/2023 04:55 UTC,29.76,32.0,100.0,4.6,,164.0,,3.0
KU42,01/11/2023 05:15 UTC,29.75,32.0,100.0,4.6,,144.0,,3.0
KU42,01/11/2023 06:35 UTC,29.77,32.18,100.0,3.45,404.0,162.0,303.0,10.0
KU42,01/11/2023 07:15 UTC,29.79,32.0,100.0,0.0,484.0,22.0,103.0,4.0
KU42,01/11/2023 08:15 UTC,29.81,32.0,100.0,0.0,,32.0,84.0,2.5
KU42,01/11/2023 08:35 UTC,29.82,32.18,100.0,0.0,503.0,32.0,102.0,4.0
KU42,01/11/2023 09:15 UTC,29.85,32.54,100.0,0.0,,502.0,704.0,7.0
KU42,01/11/2023 11:35 UTC,29.92,33.44,100.0,0.0,,503.0,604.0,10.0
KU42,01/11/2023 11:55 UTC,29.94,33.26,100.0,0.0,,433.0,504.0,10.0
KU42,01/11/2023 12:35 UTC,29.97,32.0,100.0,0.0,,52.0,104.0,1.75
KU42,01/11/2023 12:55 UTC,29.98,32.0,100.0,0.0,,34.0,,1.25
KU42,01/11/2023 13:15 UTC,30.0,32.0,100.0,3.45,,34.0,,1.25
KU42,01/11/2023 13:35 UTC,30.01,32.0,100.0,5.75,,34.0,,1.0
KU42,01/11/2023 13:55 UTC,30.03,32.0,100.0,3.45,,34.0,,1.0
KU42,01/11/2023 14:15 UTC,30.04,32.0,100.0,3.45,454.0,33.0,323.0,4.0
KU42,01/11/2023 14:35 UTC,30.05,31.64,100.0,3.45,804.0,32.0,603.0,5.0
KU42,01/11/2023 14:55 UTC,30.05,32.0,100.0,4.6,,604.0,,7.0
KU42,01/11/2023 15:15 UTC,30.06,32.0,100.0,4.6,,503.0,704.0,7.0
KU42,01/11/2023 15:35 UTC,30.06,32.0,100.0,5.75,704.0,482.0,502.0,5.0
KU42,01/11/2023 15:55 UTC,30.07,32.0,100.0,0.0,,502.0,704.0,7.0
KU42,01/11/2023 16:15 UTC,30.09,32.18,100.0,4.6,,602.0,704.0,10.0
KU42,01/11/2023 16:35 UTC,30.1,32.36,100.0,5.75,,704.0,,10.0
KU42,01/11/2023 17:15 UTC,30.13,33.8,100.0,6.91,,493.0,704.0,10.0
KU42,01/11/2023 17:55 UTC,30.15,35.42,98.58,3.45,,492.0,652.0,10.0
KU42,01/11/2023 18:15 UTC,30.16,36.86,92.45,0.0,,652.0,,10.0
KU42,01/11/2023 18:35 UTC,30.16,37.94,91.18,0.0,,552.0,,10.0
KU42,01/11/2023 18:55 UTC,30.16,38.48,93.83,0.0,,553.0,,10.0
KU42,01/11/2023 19:15 UTC,30.17,37.76,92.48,5.75,,654.0,,10.0
KU42,01/11/2023 19:55 UTC,30.18,37.76,93.14,0.0,,654.0,,10.0
KU42,01/11/2023 20:15 UTC,30.18,38.66,88.64,0.0,,502.0,654.0,10.0
KU42,01/11/2023 20:35 UTC,30.18,39.92,84.99,0.0,,654.0,,10.0
KU42,01/11/2023 20:55 UTC,30.18,40.1,80.27,0.0,,342.0,654.0,10.0
KU42,01/11/2023 21:15 UTC,30.2,40.82,78.62,0.0,653.0,302.0,362.0,10.0
KU42,01/11/2023 21:35 UTC,30.2,40.46,77.47,5.75,553.0,343.0,453.0,10.0
KU42,01/11/2023 21:55 UTC,30.21,40.1,78.0,3.45,604.0,363.0,443.0,10.0
KU42,01/11/2023 22:15 UTC,30.22,40.46,79.73,0.0,503.0,342.0,403.0,10.0
KU42,01/11/2023 22:35 UTC,30.23,40.82,76.39,0.0,,342.0,402.0,10.0
KU42,01/11/2023 22:55 UTC,30.25,40.1,78.0,0.0,,653.0,,10.0
KU42,01/11/2023 23:15 UTC,30.27,39.74,79.1,0.0,,652.0,,10.0
KU42,01/11/2023 23:35 UTC,30.26,39.38,86.8,0.0,653.0,323.0,383.0,10.0
KU42,01/11/2023 23:55 UTC,30.26,39.38,79.64,0.0,653.0,322.0,463.0,10.0
KU42,01/12/2023 00:15 UTC,30.27,38.48,81.9,0.0,,652.0,,10.0
KU42,01/12/2023 00:35 UTC,30.27,37.58,81.24,0.0,,652.0,,10.0
KU42,01/12/2023 00:55 UTC,30.28,36.68,85.4,0.0,,1.0,,10.0
KU42,01/12/2023 01:15 UTC,30.28,33.98,95.76,3.45,,1.0,,10.0
KU42,01/12/2023 01:35 UTC,30.29,32.9,97.85,4.6,,1.0,,10.0
KU42,01/12/2023 01:55 UTC,30.29,32.0,99.28,4.6,,1.0,,10.0
KU42,01/12/2023 02:15 UTC,30.3,32.0,94.34,4.6,,1.0,,10.0
KU42,01/12/2023 02:35 UTC,30.3,32.0,95.03,0.0,,1.0,,10.0
KU42,01/12/2023 02:55 UTC,30.29,31.82,92.28,0.0,,1.0,,10.0
KU42,01/12/2023 03:15 UTC,30.3,31.64,92.27,5.75,,1.0,,10.0
KU42,01/12/2023 03:35 UTC,30.29,32.0,89.61,4.6,,1.0,,10.0
KU42,01/12/2023 03:55 UTC,30.3,31.82,89.6,5.75,,1.0,,10.0
KU42,01/12/2023 04:15 UTC,30.3,31.64,90.93,4.6,,1.0,,10.0
KU42,01/12/2023 04:35 UTC,30.29,29.84,95.68,0.0,,1.0,,10.0
KU42,01/12/2023 04:55 UTC,30.31,29.84,94.98,3.45,,1.0,,10.0
KU42,01/12/2023 05:15 UTC,30.32,30.2,93.6,5.75,,1.0,,10.0
KU42,01/12/2023 05:35 UTC,30.33,30.2,92.91,3.45,,1.0,,10.0
KU42,01/12/2023 05:55 UTC,30.33,30.02,94.98,0.0,,1.0,,10.0
KU42,01/12/2023 06:15 UTC,30.34,30.2,92.91,3.45,,1.0,,10.0
KU42,01/12/2023 06:55 UTC,30.35,31.1,93.62,5.75,,1.0,,10.0
KU42,01/12/2023 07:15 UTC,30.37,30.2,95.69,5.75,,1.0,,10.0
KU42,01/12/2023 08:15 UTC,30.37,32.0,91.61,11.51,,1.0,,10.0
KU42,01/12/2023 08:55 UTC,30.38,32.0,90.27,9.21,,1.0,,10.0
KU42,01/12/2023 09:15 UTC,30.39,32.18,88.96,10.36,,802.0,,10.0
KU42,01/12/2023 11:15 UTC,30.4,29.84,96.39,4.6,,702.0,,10.0
KU42,01/12/2023 11:55 UTC,30.4,29.3,95.67,3.45,,1.0,,10.0
KU42,01/12/2023 12:15 UTC,30.41,29.12,94.26,3.45,,1.0,,10.0
KU42,01/12/2023 12:35 UTC,30.41,29.12,97.09,4.6,,1.0,,10.0
KU42,01/12/2023 12:55 UTC,30.41,29.3,96.38,4.6,,1.0,,10.0
KU42,01/12/2023 13:15 UTC,30.42,30.56,90.88,9.21,,1.0,,10.0
KU42,01/12/2023 13:35 UTC,30.43,30.74,90.22,9.21,,1.0,,10.0
KU42,01/12/2023 13:55 UTC,30.44,30.2,92.22,9.21,,1.0,,10.0
KU42,01/12/2023 14:15 UTC,30.45,29.66,94.27,9.21,,1.0,,10.0
KU42,01/12/2023 14:35 UTC,30.45,29.3,95.67,8.06,,1.0,,10.0
KU42,01/12/2023 14:55 UTC,30.45,30.02,93.59,11.51,,1.0,,10.0
KU42,01/12/2023 15:15 UTC,30.46,32.0,85.73,11.51,,802.0,,10.0
KU42,01/12/2023 15:35 UTC,30.45,32.36,85.12,9.21,,1.0,,10.0
KU42,01/12/2023 15:55 UTC,30.45,32.9,83.91,11.51,,1.0,,10.0
KU42,01/12/2023 16:15 UTC,30.46,33.98,82.76,12.66,,1.0,,10.0
KU42,01/12/2023 16:35 UTC,30.46,34.88,83.44,11.51,,1.0,,10.0
KU42,01/12/2023 16:55 UTC,30.47,35.6,81.68,11.51,,1.0,,10.0
KU42,01/12/2023 17:15 UTC,30.48,35.96,81.7,12.66,,1.0,,10.0
KU42,01/12/2023 17:35 UTC,30.47,37.22,78.31,12.66,,1.0,,10.0
KU42,01/12/2023 17:55 UTC,30.47,37.04,78.86,14.96,,1.0,,10.0
KU42,01/12/2023 18:15 UTC,30.46,38.3,77.83,10.36,,1.0,,10.0
KU42,01/12/2023 18:35 UTC,30.46,38.3,76.71,8.06,,1.0,,10.0
KU42,01/12/2023 18:55 UTC,30.45,39.2,76.24,10.36,,1.0,,10.0
KU42,01/12/2023 19:15 UTC,30.44,39.2,75.14,10.36,,1.0,,10.0
KU42,01/12/2023 19:35 UTC,30.45,39.92,72.53,10.36,,1.0,,10.0
KU42,01/12/2023 19:55 UTC,30.45,40.28,68.46,11.51,,1.0,,10.0
KU42,01/12/2023 20:15 UTC,30.44,40.64,67.02,11.51,,1.0,,10.0
KU42,01/12/2023 20:35 UTC,30.44,40.46,71.03,11.51,,1.0,,10.0
KU42,01/12/2023 20:55 UTC,30.43,41.18,67.58,10.36,,1.0,,10.0
KU42,01/12/2023 21:15 UTC,30.43,41.72,65.23,10.36,,1.0,,10.0
KU42,01/12/2023 21:35 UTC,30.43,42.08,66.71,6.91,,1.0,,10.0
KU42,01/12/2023 21:55 UTC,30.43,42.62,64.4,5.75,,1.0,,10.0
KU42,01/12/2023 22:15 UTC,30.43,42.98,62.59,9.21,,1.0,,10.0
KU42,01/12/2023 22:35 UTC,30.43,42.08,58.9,8.06,,1.0,,10.0
KU42,01/12/2023 22:55 UTC,30.44,42.8,60.32,4.6,,1.0,,10.0
KU42,01/12/2023 23:15 UTC,30.43,42.98,57.32,6.91,,1.0,,10.0
KU42,01/12/2023 23:35 UTC,30.43,42.8,56.46,4.6,,1.0,,10.0
KU42,01/12/2023 23:55 UTC,30.43,40.82,60.94,5.75,,1.0,,10.0
KU42,01/13/2023 00:15 UTC,30.43,38.48,65.77,4.6,,1.0,,10.0
KU42,01/13/2023 00:35 UTC,30.43,37.94,65.22,5.75,,1.0,,10.0
KU42,01/13/2023 00:55 UTC,30.43,38.12,66.21,3.45,,1.0,,10.0
KU42,01/13/2023 01:15 UTC,30.43,36.68,77.69,3.45,,1.0,,10.0
KU42,01/13/2023 01:35 UTC,30.43,35.78,78.75,3.45,,1.0,,10.0
KU42,01/13/2023 01:55 UTC,30.44,36.5,74.87,3.45,,1.0,,10.0
KU42,01/13/2023 02:15 UTC,30.45,34.16,82.77,0.0,,1.0,,10.0
KU42,01/13/2023 02:35 UTC,30.44,35.78,76.47,3.45,,1.0,,10.0
KU42,01/13/2023 02:55 UTC,30.44,35.42,77.0,5.75,,1.0,,10.0
KU42,01/13/2023 03:15 UTC,30.43,34.16,80.97,5.75,,1.0,,10.0
KU42,01/13/2023 03:35 UTC,30.41,34.34,78.63,4.6,,1.0,,10.0
KU42,01/13/2023 03:55 UTC,30.41,34.16,78.61,4.6,,1.0,,10.0
KU42,01/13/2023 04:15 UTC,30.4,32.36,85.12,0.0,,1.0,,10.0
KU42,01/13/2023 04:35 UTC,30.4,32.9,83.29,0.0,,1.0,,10.0
KU42,01/13/2023 04:55 UTC,30.4,33.62,80.33,0.0,,1.0,,10.0
KU42,01/13/2023 05:15 UTC,30.4,33.26,80.89,0.0,,1.0,,10.0
KU42,01/13/2023 05:35 UTC,30.4,34.7,76.93,4.6,,1.0,,10.0
KU42,01/13/2023 05:55 UTC,30.4,34.52,78.06,3.45,,1.0,,10.0
KU42,01/13/2023 06:15 UTC,30.41,34.16,78.61,0.0,,1.0,,10.0
KU42,01/13/2023 06:35 UTC,30.41,33.8,80.34,4.6,,1.0,,10.0
KU42,01/13/2023 06:55 UTC,30.4,33.26,81.49,3.45,,1.0,,10.0
KU42,01/13/2023 08:35 UTC,30.37,34.16,78.03,9.21,,1.0,,10.0
KU42,01/13/2023 09:15 UTC,30.36,34.16,78.03,3.45,,1.0,,10.0
KU42,01/13/2023 10:55 UTC,30.35,33.98,77.44,8.06,,1.0,,10.0
KU42,01/13/2023 11:35 UTC,30.33,33.8,78.58,8.06,,1.0,,10.0
KU42,01/13/2023 11:55 UTC,30.34,33.62,77.98,8.06,,1.0,,10.0
KU42,01/13/2023 12:15 UTC,30.35,33.98,77.44,0.0,,1.0,,10.0
KU42,01/13/2023 12:35 UTC,30.35,32.9,80.27,0.0,,1.0,,10.0
KU42,01/13/2023 12:55 UTC,30.35,34.88,74.15,8.06,,1.0,,10.0
KU42,01/13/2023 13:15 UTC,30.35,33.44,77.96,4.6,,1.0,,10.0
KU42,01/13/2023 13:35 UTC,30.34,34.16,75.75,9.21,,1.0,,10.0
KU42,01/13/2023 13:55 UTC,30.33,31.46,83.81,8.06,,1.0,,10.0
KU42,01/13/2023 14:15 UTC,30.32,32.36,82.03,9.21,,1.0,,10.0
KU42,01/13/2023 14:35 UTC,30.31,32.72,80.85,9.21,,1.0,,10.0
KU42,01/13/2023 14:55 UTC,30.3,33.62,79.15,13.81,,1.0,,10.0
KU42,01/13/2023 15:15 UTC,30.29,34.7,74.69,11.51,,1.0,,10.0
KU42,01/13/2023 15:35 UTC,30.29,34.7,75.8,9.21,,1.0,,10.0
KU42,01/13/2023 15:55 UTC,30.3,35.6,74.23,5.75,,1.0,,10.0
KU42,01/13/2023 16:15 UTC,30.3,35.78,74.25,6.91,,1.0,,10.0
KU42,01/13/2023 16:55 UTC,30.3,37.94,70.22,12.66,,1.0,,10.0
KU42,01/13/2023 17:35 UTC,30.3,40.1,66.47,6.91,,1.0,,10.0
KU42,01/13/2023 17:55 UTC,30.3,41.18,65.64,5.75,,1.0,,10.0
KU42,01/13/2023 18:15 UTC,30.28,42.08,62.93,10.36,,1.0,,10.0
KU42,01/13/2023 18:35 UTC,30.28,42.44,64.37,8.06,,1.0,,10.0
KU42,01/13/2023 18:55 UTC,30.25,42.26,65.3,9.21,,1.0,,10.0
KU42,01/13/2023 19:15 UTC,30.24,42.8,63.49,9.21,,1.0,,10.0
KU42,01/13/2023 19:55 UTC,30.21,45.68,58.14,9.21,,1.0,,10.0
KU42,01/13/2023 20:15 UTC,30.2,46.22,58.64,11.51,,1.0,,10.0
KU42,01/13/2023 20:55 UTC,30.16,47.3,57.12,16.11,,1.0,,10.0
KU42,01/13/2023 21:15 UTC,30.16,46.76,59.15,14.96,,1.0,,10.0
KU42,01/13/2023 21:35 UTC,30.14,46.4,59.09,18.41,,1.0,,10.0
KU42,01/13/2023 21:55 UTC,30.14,46.58,57.43,18.41,,1.0,,10.0
KU42,01/13/2023 22:15 UTC,30.14,46.4,58.67,14.96,,1.0,,10.0
KU42,01/13/2023 22:35 UTC,30.14,46.58,57.43,16.11,,1.0,,10.0
KU42,01/13/2023 22:55 UTC,30.13,46.4,57.41,12.66,,1.0,,10.0
KU42,01/13/2023 23:15 UTC,30.13,46.04,57.77,6.91,,1.0,,10.0
KU42,01/13/2023 23:35 UTC,30.12,45.32,59.37,6.91,,1.0,,10.0
KU42,01/13/2023 23:55 UTC,30.11,43.88,64.56,10.36,,1.0,,10.0
KU42,01/14/2023 00:15 UTC,30.09,43.34,64.96,8.06,,1.0,,10.0
KU42,01/14/2023 00:35 UTC,30.08,43.7,63.61,12.66,,1.0,,10.0
KU42,01/14/2023 00:55 UTC,30.06,44.42,61.44,13.81,,1.0,,10.0
KU42,01/14/2023 01:15 UTC,30.06,43.88,62.72,11.51,,1.0,,10.0
KU42,01/14/2023 01:35 UTC,30.05,43.52,63.59,12.66,,1.0,,10.0
KU42,01/14/2023 01:55 UTC,30.04,42.62,65.82,11.51,,1.0,,10.0
KU42,01/14/2023 02:15 UTC,30.05,43.52,63.59,12.66,,1.0,,10.0
KU42,01/14/2023 02:35 UTC,30.05,43.88,62.72,10.36,,1.0,,10.0
