Station_ID,Date_Time,KHCRPress,KHCRTemp,KHCRHumid,KHCRWind,KHCRCloud3,KHCRCloud1,KHCRCloud2,KHCRVis
KHCR,01/01/2023 13:15 UTC,29.63,32.0,100.0,0.0,,64.0,,1.5
KHCR,01/01/2023 13:35 UTC,29.63,32.0,100.0,0.0,,24.0,,2.0
KHCR,01/01/2023 13:55 UTC,29.62,32.0,100.0,0.0,,24.0,,2.0
KHCR,01/01/2023 14:15 UTC,29.63,32.0,100.0,0.0,,23.0,74.0,1.5
KHCR,01/01/2023 14:35 UTC,29.63,32.0,100.0,0.0,,22.0,74.0,1.75
KHCR,01/01/2023 14:55 UTC,29.63,32.0,100.0,3.45,,22.0,74.0,1.5
KHCR,01/01/2023 15:15 UTC,29.63,32.0,100.0,0.0,,42.0,94.0,1.5
KHCR,01/01/2023 15:35 UTC,29.63,32.0,100.0,0.0,114.0,23.0,73.0,1.25
KHCR,01/01/2023 15:55 UTC,29.63,32.0,100.0,0.0,,23.0,104.0,1.25
KHCR,01/01/2023 16:15 UTC,29.63,32.0,100.0,0.0,,24.0,,1.0
KHCR,01/01/2023 16:35 UTC,29.63,32.0,100.0,0.0,,24.0,,1.0
KHCR,01/01/2023 16:55 UTC,29.63,32.0,100.0,0.0,,,,1.0
KHCR,01/01/2023 17:15 UTC,29.63,32.0,100.0,,,43.0,104.0,1.0
KHCR,01/01/2023 17:35 UTC,29.63,32.0,100.0,,,104.0,,0.75
KHCR,01/01/2023 17:55 UTC,29.63,32.0,100.0,,,84.0,,0.75
KHCR,01/01/2023 18:15 UTC,29.63,32.0,100.0,5.75,,54.0,,0.75
KHCR,01/01/2023 18:35 UTC,,32.0,100.0,,,,,
KHCR,01/01/2023 18:55 UTC,,32.0,100.0,,,,,
KHCR,01/01/2023 19:15 UTC,,,,,,,,
KHCR,01/01/2023 19:35 UTC,,,,,,,,
KHCR,01/01/2023 19:55 UTC,29.6,32.0,100.0,8.06,,,,0.75
KHCR,01/01/2023 20:15 UTC,29.6,32.0,100.0,6.91,,54.0,,0.75
KHCR,01/01/2023 20:35 UTC,29.59,32.0,92.96,10.36,,74.0,,0.75
KHCR,01/01/2023 20:55 UTC,29.59,32.0,92.96,8.06,,74.0,,1.0
KHCR,01/01/2023 21:15 UTC,29.59,32.0,92.96,9.21,,74.0,,0.75
KHCR,01/01/2023 21:35 UTC,29.58,32.0,92.96,0.0,,74.0,,0.75
KHCR,01/01/2023 21:55 UTC,29.58,32.0,92.96,0.0,,72.0,134.0,1.5
KHCR,01/01/2023 22:15 UTC,29.58,32.0,92.96,0.0,,82.0,134.0,1.5
KHCR,01/01/2023 22:35 UTC,29.58,32.0,92.96,0.0,,152.0,224.0,2.0
KHCR,01/01/2023 22:55 UTC,29.59,32.0,92.96,0.0,,244.0,,3.0
KHCR,01/01/2023 23:15 UTC,29.59,32.0,92.96,0.0,,212.0,264.0,2.5
KHCR,01/01/2023 23:35 UTC,29.6,32.0,92.96,0.0,,103.0,194.0,1.25
KHCR,01/01/2023 23:55 UTC,29.6,32.0,92.96,8.06,,124.0,,1.75
KHCR,01/02/2023 00:15 UTC,29.6,32.0,86.37,10.36,274.0,122.0,202.0,3.0
KHCR,01/02/2023 00:35 UTC,29.61,32.0,86.37,5.75,,74.0,,1.75
KHCR,01/02/2023 00:55 UTC,29.61,32.0,92.96,4.6,,54.0,,0.75
KHCR,01/02/2023 01:15 UTC,29.61,32.0,92.96,5.75,,24.0,,0.75
KHCR,01/02/2023 01:35 UTC,29.6,32.0,92.96,5.75,,24.0,,0.5
KHCR,01/02/2023 01:55 UTC,29.61,32.0,92.96,5.75,,24.0,,1.0
KHCR,01/02/2023 02:15 UTC,29.61,32.0,92.96,4.6,,44.0,,1.5
KHCR,01/02/2023 02:35 UTC,29.61,32.0,92.96,4.6,,44.0,,0.75
KHCR,01/02/2023 02:55 UTC,29.61,32.0,92.96,9.21,,64.0,,2.5
KHCR,01/02/2023 03:15 UTC,29.61,32.0,92.96,6.91,,64.0,,3.0
KHCR,01/02/2023 03:35 UTC,29.61,32.0,86.37,4.6,334.0,82.0,202.0,10.0
KHCR,01/02/2023 03:55 UTC,29.61,32.0,86.37,5.75,,353.0,504.0,5.0
KHCR,01/02/2023 04:15 UTC,29.61,32.0,86.37,4.6,504.0,262.0,333.0,4.0
KHCR,01/02/2023 04:35 UTC,29.61,32.0,86.37,4.6,504.0,142.0,353.0,3.0
KHCR,01/02/2023 04:55 UTC,29.61,32.0,86.37,6.91,374.0,142.0,283.0,5.0
KHCR,01/02/2023 05:15 UTC,29.61,32.0,80.19,9.21,,303.0,424.0,10.0
KHCR,01/02/2023 05:35 UTC,29.61,32.0,80.19,6.91,494.0,323.0,413.0,10.0
KHCR,01/02/2023 05:55 UTC,29.61,32.0,80.19,10.36,,292.0,364.0,10.0
KHCR,01/02/2023 06:15 UTC,29.61,30.2,80.04,12.66,,294.0,,7.0
KHCR,01/02/2023 06:35 UTC,29.62,30.2,80.04,11.51,,293.0,344.0,10.0
KHCR,01/02/2023 06:55 UTC,29.63,30.2,80.04,8.06,,294.0,,10.0
KHCR,01/02/2023 07:15 UTC,29.63,30.2,80.04,9.21,394.0,273.0,343.0,10.0
KHCR,01/02/2023 07:35 UTC,29.63,30.2,74.22,10.36,504.0,273.0,393.0,10.0
KHCR,01/02/2023 07:55 UTC,29.63,30.2,74.22,13.81,484.0,293.0,403.0,10.0
KHCR,01/02/2023 08:15 UTC,29.62,30.2,74.22,12.66,,294.0,,10.0
KHCR,01/02/2023 08:35 UTC,29.61,30.2,74.22,11.51,,313.0,374.0,10.0
KHCR,01/02/2023 08:55 UTC,29.61,30.2,74.22,11.51,,364.0,,10.0
KHCR,01/02/2023 09:15 UTC,29.62,30.2,74.22,6.91,,292.0,364.0,4.0
KHCR,01/02/2023 09:40 UTC,29.62,30.2,74.22,6.91,,303.0,364.0,7.0
KHCR,01/02/2023 09:55 UTC,29.63,30.2,74.22,9.21,,302.0,384.0,10.0
KHCR,01/02/2023 10:15 UTC,29.63,30.2,74.22,6.91,,374.0,,10.0
KHCR,01/02/2023 10:35 UTC,29.62,30.2,74.22,5.75,,354.0,,10.0
KHCR,01/02/2023 10:55 UTC,29.61,30.2,74.22,9.21,,354.0,,10.0
KHCR,01/02/2023 11:15 UTC,29.61,28.4,79.89,8.06,,374.0,,10.0
KHCR,01/02/2023 11:35 UTC,29.61,30.2,74.22,8.06,394.0,222.0,282.0,7.0
KHCR,01/02/2023 11:55 UTC,29.61,28.4,79.89,8.06,234.0,43.0,83.0,1.5
KHCR,01/02/2023 12:15 UTC,29.62,28.4,79.89,8.06,,44.0,,0.5
KHCR,01/02/2023 12:35 UTC,29.63,28.4,86.15,5.75,,44.0,,0.75
KHCR,01/02/2023 12:55 UTC,29.63,28.4,86.15,4.6,,54.0,,1.5
KHCR,01/02/2023 13:15 UTC,29.63,28.4,86.15,0.0,,54.0,,1.5
KHCR,01/02/2023 13:35 UTC,29.63,28.4,86.15,0.0,414.0,83.0,163.0,3.0
KHCR,01/02/2023 13:55 UTC,29.64,28.4,86.15,0.0,,414.0,,7.0
KHCR,01/02/2023 14:15 UTC,29.64,28.4,86.15,3.45,414.0,163.0,253.0,7.0
KHCR,01/02/2023 14:35 UTC,29.65,28.4,86.15,0.0,374.0,162.0,233.0,7.0
KHCR,01/02/2023 14:55 UTC,29.65,28.4,86.15,0.0,,232.0,374.0,10.0
KHCR,01/02/2023 15:15 UTC,29.65,26.6,92.79,0.0,,182.0,374.0,5.0
KHCR,01/02/2023 15:35 UTC,29.66,26.6,92.79,3.45,,182.0,354.0,5.0
KHCR,01/02/2023 15:55 UTC,29.66,28.4,92.85,3.45,344.0,143.0,223.0,3.0
KHCR,01/02/2023 16:15 UTC,29.67,28.4,92.85,0.0,,104.0,,2.0
KHCR,01/02/2023 16:35 UTC,29.67,28.4,92.85,0.0,,102.0,154.0,2.0
KHCR,01/02/2023 16:55 UTC,29.69,30.2,86.26,0.0,,152.0,264.0,2.5
KHCR,01/02/2023 17:15 UTC,29.69,30.2,86.26,0.0,264.0,92.0,132.0,2.0
KHCR,01/02/2023 17:35 UTC,29.69,30.2,86.26,0.0,,244.0,,2.0
KHCR,01/02/2023 17:55 UTC,29.7,30.2,86.26,0.0,244.0,103.0,193.0,1.25
KHCR,01/02/2023 18:15 UTC,29.7,30.2,86.26,0.0,,104.0,,1.5
KHCR,01/02/2023 18:35 UTC,29.7,30.2,86.26,0.0,,122.0,284.0,1.75
KHCR,01/02/2023 18:55 UTC,29.7,30.2,86.26,4.6,,284.0,,3.0
KHCR,01/02/2023 19:15 UTC,29.69,32.0,80.19,3.45,,113.0,154.0,1.25
KHCR,01/02/2023 19:35 UTC,29.69,30.2,86.26,0.0,,114.0,,1.25
KHCR,01/02/2023 19:55 UTC,29.69,32.0,80.19,0.0,,84.0,,1.0
KHCR,01/02/2023 20:15 UTC,29.69,32.0,80.19,0.0,,84.0,,1.0
KHCR,01/02/2023 20:35 UTC,29.69,32.0,80.19,0.0,,84.0,,1.25
KHCR,01/02/2023 20:55 UTC,29.69,32.0,74.41,0.0,,103.0,184.0,1.5
KHCR,01/02/2023 21:15 UTC,29.7,32.0,74.41,9.21,,162.0,264.0,2.5
KHCR,01/02/2023 21:35 UTC,29.7,30.2,74.22,10.36,,182.0,264.0,3.0
KHCR,01/02/2023 21:55 UTC,29.7,30.2,74.22,9.21,,264.0,,4.0
KHCR,01/02/2023 22:15 UTC,29.71,30.2,74.22,10.36,,264.0,,7.0
KHCR,01/02/2023 22:35 UTC,29.72,30.2,74.22,11.51,,264.0,,10.0
KHCR,01/02/2023 22:55 UTC,29.72,30.2,74.22,8.06,,264.0,,10.0
KHCR,01/02/2023 23:15 UTC,29.73,28.4,79.89,9.21,,284.0,,10.0
KHCR,01/02/2023 23:35 UTC,29.73,28.4,79.89,9.21,,283.0,364.0,10.0
KHCR,01/02/2023 23:55 UTC,29.73,28.4,79.89,9.21,,284.0,,10.0
KHCR,01/03/2023 00:15 UTC,29.74,28.4,74.03,9.21,,232.0,294.0,10.0
KHCR,01/03/2023 00:35 UTC,29.74,28.4,74.03,9.21,,294.0,,10.0
KHCR,01/03/2023 00:55 UTC,29.74,28.4,79.89,5.75,,294.0,,7.0
KHCR,01/03/2023 01:15 UTC,29.75,28.4,79.89,4.6,,294.0,,10.0
KHCR,01/03/2023 01:35 UTC,29.76,28.4,79.89,5.75,,294.0,,10.0
KHCR,01/03/2023 01:55 UTC,29.76,28.4,79.89,3.45,,202.0,314.0,4.0
KHCR,01/03/2023 02:15 UTC,29.77,28.4,74.03,3.45,,243.0,324.0,10.0
KHCR,01/03/2023 02:35 UTC,29.77,28.4,74.03,0.0,,264.0,,10.0
KHCR,01/03/2023 02:55 UTC,29.78,28.4,79.89,0.0,,263.0,334.0,10.0
KHCR,01/03/2023 03:15 UTC,29.78,28.4,79.89,0.0,,244.0,,10.0
KHCR,01/03/2023 03:35 UTC,29.78,26.6,86.04,0.0,,244.0,,10.0
KHCR,01/03/2023 03:55 UTC,29.79,26.6,86.04,3.45,,244.0,,10.0
KHCR,01/03/2023 04:15 UTC,29.79,28.4,74.03,3.45,,203.0,284.0,10.0
KHCR,01/03/2023 04:35 UTC,29.79,28.4,74.03,8.06,324.0,203.0,273.0,10.0
KHCR,01/03/2023 04:55 UTC,29.79,28.4,74.03,5.75,,223.0,274.0,10.0
KHCR,01/03/2023 05:15 UTC,29.8,28.4,74.03,5.75,,224.0,,10.0
KHCR,01/03/2023 05:35 UTC,29.8,28.4,74.03,4.6,,203.0,274.0,10.0
KHCR,01/03/2023 05:55 UTC,29.8,28.4,74.03,0.0,,223.0,294.0,10.0
KHCR,01/03/2023 06:15 UTC,29.8,26.6,79.74,4.6,434.0,222.0,293.0,10.0
KHCR,01/03/2023 06:35 UTC,29.8,26.6,79.74,4.6,,253.0,304.0,7.0
KHCR,01/03/2023 06:55 UTC,29.8,26.6,79.74,0.0,,254.0,,10.0
KHCR,01/03/2023 07:15 UTC,29.8,26.6,79.74,0.0,504.0,253.0,353.0,10.0
KHCR,01/03/2023 07:35 UTC,29.8,26.6,79.74,3.45,504.0,252.0,323.0,10.0
KHCR,01/03/2023 07:55 UTC,29.79,26.6,79.74,0.0,,293.0,354.0,10.0
KHCR,01/03/2023 08:15 UTC,29.79,26.6,79.74,3.45,,273.0,374.0,10.0
KHCR,01/03/2023 08:35 UTC,29.79,26.6,79.74,0.0,554.0,252.0,403.0,10.0
KHCR,01/03/2023 08:55 UTC,29.79,24.8,85.93,0.0,654.0,262.0,443.0,10.0
KHCR,01/03/2023 09:15 UTC,29.79,26.6,79.74,0.0,704.0,362.0,423.0,10.0
KHCR,01/03/2023 09:35 UTC,29.79,26.6,79.74,4.6,,422.0,704.0,10.0
KHCR,01/03/2023 09:55 UTC,29.8,24.8,85.93,0.0,704.0,322.0,402.0,10.0
KHCR,01/03/2023 10:15 UTC,29.8,24.8,85.93,0.0,704.0,252.0,423.0,10.0
KHCR,01/03/2023 10:35 UTC,29.8,24.8,85.93,0.0,804.0,252.0,603.0,10.0
KHCR,01/03/2023 10:55 UTC,29.8,24.8,85.93,3.45,604.0,252.0,463.0,7.0
KHCR,01/03/2023 11:15 UTC,29.79,24.8,85.93,3.45,474.0,252.0,423.0,7.0
KHCR,01/03/2023 11:35 UTC,29.79,24.8,85.93,3.45,,333.0,414.0,4.0
KHCR,01/03/2023 11:55 UTC,29.79,24.8,85.93,0.0,484.0,262.0,353.0,5.0
KHCR,01/03/2023 12:15 UTC,29.79,24.8,85.93,0.0,554.0,252.0,353.0,5.0
KHCR,01/03/2023 12:35 UTC,29.79,23.0,92.67,0.0,854.0,232.0,423.0,5.0
KHCR,01/03/2023 12:55 UTC,29.79,24.8,85.93,0.0,854.0,252.0,383.0,4.0
KHCR,01/03/2023 13:15 UTC,29.79,23.0,92.67,0.0,554.0,212.0,363.0,5.0
KHCR,01/03/2023 13:35 UTC,29.79,23.0,92.67,0.0,554.0,262.0,343.0,5.0
KHCR,01/03/2023 13:55 UTC,29.8,23.0,92.67,0.0,554.0,232.0,333.0,5.0
KHCR,01/03/2023 14:15 UTC,29.81,23.0,92.67,3.45,604.0,212.0,443.0,5.0
KHCR,01/03/2023 14:35 UTC,29.81,23.0,92.67,4.6,554.0,392.0,483.0,7.0
KHCR,01/03/2023 14:55 UTC,29.81,23.0,92.67,0.0,484.0,252.0,383.0,7.0
KHCR,01/03/2023 15:15 UTC,29.82,24.8,85.93,0.0,404.0,192.0,323.0,3.0
KHCR,01/03/2023 15:35 UTC,29.82,24.8,85.93,0.0,,114.0,,1.0
KHCR,01/03/2023 15:55 UTC,29.83,24.8,92.73,0.0,,94.0,,1.0
KHCR,01/03/2023 16:15 UTC,29.84,26.6,86.04,0.0,,82.0,134.0,1.25
KHCR,01/03/2023 16:35 UTC,29.84,26.6,86.04,0.0,,104.0,,1.5
KHCR,01/03/2023 16:55 UTC,29.85,26.6,86.04,0.0,444.0,102.0,273.0,3.0
KHCR,01/03/2023 17:15 UTC,29.86,28.4,79.89,0.0,,462.0,604.0,7.0
KHCR,01/03/2023 17:35 UTC,29.87,28.4,79.89,0.0,,604.0,,5.0
KHCR,01/03/2023 17:55 UTC,29.87,28.4,79.89,0.0,,604.0,,7.0
KHCR,01/03/2023 18:15 UTC,29.87,28.4,79.89,0.0,,604.0,,7.0
KHCR,01/03/2023 18:35 UTC,29.87,32.0,74.41,0.0,,603.0,,10.0
KHCR,01/03/2023 18:55 UTC,29.87,32.0,69.0,0.0,,603.0,,10.0
KHCR,01/03/2023 19:15 UTC,29.86,32.0,69.0,0.0,,604.0,,10.0
KHCR,01/03/2023 19:35 UTC,29.86,32.0,69.0,0.0,604.0,342.0,423.0,10.0
KHCR,01/03/2023 19:55 UTC,29.86,32.0,69.0,0.0,703.0,342.0,432.0,10.0
KHCR,01/03/2023 20:15 UTC,29.86,33.8,64.18,0.0,,342.0,702.0,10.0
KHCR,01/03/2023 20:35 UTC,29.86,32.0,59.21,3.45,,652.0,,10.0
KHCR,01/03/2023 20:55 UTC,29.86,32.0,63.94,5.75,,652.0,,10.0
KHCR,01/03/2023 21:15 UTC,29.86,32.0,63.94,4.6,,1.0,,10.0
KHCR,01/03/2023 21:35 UTC,29.86,32.0,59.21,0.0,,1.0,,10.0
KHCR,01/03/2023 21:55 UTC,29.87,32.0,59.21,0.0,,1.0,,10.0
KHCR,01/03/2023 22:15 UTC,29.88,32.0,59.21,8.06,,1.0,,10.0
KHCR,01/03/2023 22:35 UTC,29.89,32.0,59.21,10.36,,703.0,,10.0
KHCR,01/03/2023 22:55 UTC,29.9,32.0,59.21,10.36,,603.0,,10.0
KHCR,01/03/2023 23:15 UTC,29.9,30.2,63.7,6.91,603.0,342.0,503.0,10.0
KHCR,01/03/2023 23:35 UTC,29.91,30.2,63.7,9.21,,503.0,603.0,10.0
KHCR,01/03/2023 23:55 UTC,29.92,28.4,63.45,8.06,,484.0,,10.0
KHCR,01/04/2023 00:15 UTC,29.92,28.4,63.45,8.06,704.0,483.0,603.0,10.0
KHCR,01/04/2023 00:35 UTC,29.93,26.6,68.34,6.91,704.0,482.0,602.0,10.0
KHCR,01/04/2023 00:55 UTC,29.94,26.6,68.34,4.6,,553.0,704.0,10.0
KHCR,01/04/2023 01:15 UTC,29.94,24.8,62.95,0.0,,463.0,554.0,10.0
KHCR,01/04/2023 01:35 UTC,29.95,23.0,67.88,0.0,,462.0,554.0,10.0
KHCR,01/04/2023 01:55 UTC,29.96,23.0,73.45,0.0,654.0,373.0,483.0,10.0
KHCR,01/04/2023 02:15 UTC,29.96,26.6,68.34,0.0,,293.0,364.0,10.0
KHCR,01/04/2023 02:35 UTC,29.96,26.6,68.34,3.45,604.0,302.0,383.0,10.0
KHCR,01/04/2023 02:55 UTC,29.97,24.8,73.65,0.0,604.0,342.0,463.0,10.0
KHCR,01/04/2023 03:15 UTC,29.98,26.6,68.34,4.6,,222.0,324.0,10.0
KHCR,01/04/2023 03:35 UTC,29.98,26.6,68.34,5.75,604.0,222.0,323.0,10.0
KHCR,01/04/2023 03:55 UTC,29.99,24.8,79.58,4.6,604.0,322.0,462.0,10.0
KHCR,01/04/2023 04:15 UTC,30.0,24.8,73.65,0.0,,472.0,604.0,10.0
KHCR,01/04/2023 04:35 UTC,30.02,24.8,79.58,0.0,,242.0,604.0,10.0
KHCR,01/04/2023 04:55 UTC,30.02,24.8,79.58,0.0,,162.0,264.0,7.0
KHCR,01/04/2023 05:15 UTC,30.03,24.8,79.58,0.0,,164.0,,10.0
KHCR,01/04/2023 05:35 UTC,30.03,24.8,79.58,0.0,,164.0,,7.0
KHCR,01/04/2023 05:55 UTC,30.04,24.8,79.58,0.0,604.0,163.0,253.0,7.0
KHCR,01/04/2023 06:15 UTC,30.05,24.8,79.58,3.45,,183.0,604.0,7.0
KHCR,01/04/2023 06:35 UTC,30.06,23.0,79.42,0.0,604.0,183.0,363.0,10.0
KHCR,01/04/2023 06:55 UTC,30.06,21.2,85.71,0.0,494.0,182.0,283.0,5.0
KHCR,01/04/2023 07:15 UTC,30.06,19.4,79.1,0.0,503.0,282.0,342.0,5.0
KHCR,01/04/2023 07:35 UTC,30.06,15.8,85.36,0.0,,1202.0,,7.0
KHCR,01/04/2023 07:55 UTC,30.06,10.4,78.27,3.45,,1202.0,,7.0
KHCR,01/04/2023 08:15 UTC,30.07,10.4,92.22,3.45,,1202.0,,10.0
KHCR,01/04/2023 08:35 UTC,30.07,12.2,85.11,5.75,,1202.0,,10.0
KHCR,01/04/2023 08:55 UTC,30.08,12.2,85.11,3.45,1202.0,602.0,1002.0,10.0
KHCR,01/04/2023 09:15 UTC,30.1,12.2,85.11,5.75,1203.0,603.0,1003.0,10.0
KHCR,01/04/2023 09:35 UTC,30.09,14.0,85.24,5.75,,604.0,,10.0
KHCR,01/04/2023 09:55 UTC,30.1,14.0,85.24,0.0,1003.0,412.0,602.0,10.0
KHCR,01/04/2023 10:15 UTC,30.1,15.8,85.36,0.0,553.0,412.0,473.0,10.0
KHCR,01/04/2023 10:35 UTC,30.11,17.6,85.47,0.0,1004.0,433.0,483.0,10.0
KHCR,01/04/2023 10:55 UTC,30.11,17.6,85.47,0.0,,452.0,904.0,10.0
KHCR,01/04/2023 11:15 UTC,30.1,17.6,78.94,0.0,904.0,432.0,752.0,10.0
KHCR,01/04/2023 11:35 UTC,30.1,17.6,85.47,0.0,,753.0,904.0,10.0
KHCR,01/04/2023 11:55 UTC,30.1,19.4,85.59,0.0,,654.0,,10.0
KHCR,01/04/2023 12:15 UTC,30.1,19.4,85.59,0.0,,654.0,,10.0
KHCR,01/04/2023 12:35 UTC,30.1,17.6,78.94,0.0,,653.0,804.0,10.0
KHCR,01/04/2023 12:55 UTC,30.1,17.6,78.94,4.6,,803.0,853.0,10.0
KHCR,01/04/2023 13:15 UTC,30.1,14.0,85.24,3.45,,752.0,,7.0
KHCR,01/04/2023 13:35 UTC,30.11,14.0,92.36,5.75,,1.0,,7.0
KHCR,01/04/2023 13:55 UTC,30.12,14.0,85.24,4.6,903.0,212.0,352.0,10.0
KHCR,01/04/2023 14:15 UTC,30.13,14.0,92.36,0.0,603.0,213.0,353.0,10.0
KHCR,01/04/2023 14:35 UTC,30.13,14.0,85.24,4.6,603.0,212.0,412.0,10.0
KHCR,01/04/2023 14:55 UTC,30.14,10.4,84.99,0.0,,652.0,,10.0
KHCR,01/04/2023 15:15 UTC,30.15,10.4,84.99,0.0,,652.0,,10.0
KHCR,01/04/2023 15:35 UTC,30.15,14.0,85.24,3.45,,553.0,,10.0
KHCR,01/04/2023 15:55 UTC,30.17,14.0,85.24,0.0,,554.0,,10.0
KHCR,01/04/2023 16:15 UTC,30.17,14.0,92.36,0.0,,554.0,,10.0
KHCR,01/04/2023 16:35 UTC,30.19,14.0,85.24,0.0,,554.0,,10.0
KHCR,01/04/2023 16:55 UTC,30.2,15.8,85.36,0.0,,553.0,,10.0
KHCR,01/04/2023 17:15 UTC,30.2,17.6,78.94,0.0,,553.0,,10.0
KHCR,01/04/2023 17:35 UTC,30.22,19.4,79.1,0.0,,552.0,,10.0
KHCR,01/04/2023 17:55 UTC,30.21,21.2,85.71,0.0,,552.0,,10.0
KHCR,01/04/2023 18:15 UTC,30.22,23.0,79.42,0.0,,552.0,,10.0
KHCR,01/04/2023 18:35 UTC,30.21,24.8,79.58,0.0,,553.0,,10.0
KHCR,01/04/2023 18:55 UTC,30.19,26.6,68.34,0.0,,432.0,553.0,10.0
KHCR,01/04/2023 19:15 UTC,30.18,24.8,73.65,0.0,,432.0,553.0,7.0
KHCR,01/04/2023 19:35 UTC,30.17,26.6,68.34,0.0,,1.0,,10.0
KHCR,01/04/2023 19:55 UTC,30.16,28.4,63.45,0.0,,1.0,,10.0
KHCR,01/04/2023 20:15 UTC,30.16,28.4,63.45,0.0,,1.0,,10.0
KHCR,01/04/2023 20:35 UTC,30.16,28.4,68.56,0.0,,1.0,,10.0
KHCR,01/04/2023 20:55 UTC,30.15,30.2,58.95,0.0,,1.0,,10.0
KHCR,01/04/2023 21:15 UTC,30.15,30.2,58.95,0.0,,1.0,,10.0
KHCR,01/04/2023 21:35 UTC,30.15,30.2,63.7,3.45,,1.0,,10.0
KHCR,01/04/2023 21:55 UTC,30.15,30.2,63.7,0.0,,1.0,,10.0
KHCR,01/04/2023 22:15 UTC,30.16,30.2,58.95,0.0,,1.0,,10.0
KHCR,01/04/2023 22:35 UTC,30.15,28.4,63.45,0.0,,422.0,,10.0
KHCR,01/04/2023 22:55 UTC,30.16,28.4,63.45,0.0,,1.0,,10.0
KHCR,01/04/2023 23:15 UTC,30.16,24.8,68.11,0.0,,1.0,,10.0
KHCR,01/04/2023 23:35 UTC,30.16,23.0,73.45,0.0,,1.0,,10.0
KHCR,01/04/2023 23:55 UTC,30.17,17.6,72.85,0.0,,402.0,,10.0
KHCR,01/05/2023 00:15 UTC,30.17,21.2,73.25,0.0,,403.0,,10.0
KHCR,01/05/2023 00:35 UTC,30.16,19.4,79.1,0.0,,404.0,,10.0
KHCR,01/05/2023 00:55 UTC,30.16,19.4,79.1,0.0,,383.0,,10.0
KHCR,01/05/2023 01:15 UTC,30.16,17.6,78.94,0.0,,382.0,,10.0
KHCR,01/05/2023 01:35 UTC,30.16,14.0,85.24,3.45,,383.0,,10.0
KHCR,01/05/2023 01:55 UTC,30.17,12.2,85.11,3.45,,382.0,,10.0
KHCR,01/05/2023 02:15 UTC,30.17,17.6,85.47,0.0,,402.0,,10.0
KHCR,01/05/2023 02:35 UTC,30.17,17.6,85.47,0.0,,402.0,,10.0
KHCR,01/05/2023 02:55 UTC,30.17,19.4,85.59,0.0,,1.0,,10.0
KHCR,01/05/2023 03:15 UTC,30.17,17.6,85.47,0.0,,1.0,,10.0
KHCR,01/05/2023 03:35 UTC,30.17,12.2,85.11,5.75,,1.0,,10.0
KHCR,01/05/2023 03:55 UTC,30.16,10.4,84.99,0.0,,1.0,,7.0
KHCR,01/05/2023 04:15 UTC,30.16,10.4,92.22,0.0,,1.0,,7.0
KHCR,01/05/2023 04:35 UTC,30.16,12.2,92.29,0.0,,1.0,,10.0
KHCR,01/05/2023 04:55 UTC,30.16,15.8,85.36,0.0,,1.0,,10.0
KHCR,01/05/2023 05:15 UTC,30.16,14.0,92.36,3.45,,1.0,,10.0
KHCR,01/05/2023 05:35 UTC,30.15,14.0,85.24,0.0,,1.0,,10.0
KHCR,01/05/2023 05:55 UTC,30.15,15.8,85.36,0.0,,1.0,,10.0
KHCR,01/05/2023 06:15 UTC,30.14,15.8,85.36,0.0,,503.0,,7.0
KHCR,01/05/2023 06:35 UTC,30.14,17.6,85.47,0.0,,504.0,,7.0
KHCR,01/05/2023 06:55 UTC,30.14,19.4,85.59,0.0,,484.0,,7.0
KHCR,01/05/2023 07:15 UTC,30.14,19.4,92.55,0.0,,464.0,,7.0
KHCR,01/05/2023 07:35 UTC,30.13,19.4,85.59,0.0,,444.0,,7.0
KHCR,01/05/2023 07:55 UTC,30.12,19.4,92.55,0.0,,424.0,,7.0
KHCR,01/05/2023 08:15 UTC,30.12,19.4,92.55,0.0,,424.0,,7.0
KHCR,01/05/2023 08:35 UTC,30.1,19.4,92.55,0.0,,424.0,,7.0
KHCR,01/05/2023 08:55 UTC,30.1,21.2,85.71,0.0,,424.0,,7.0
KHCR,01/05/2023 09:15 UTC,30.1,19.4,92.55,0.0,,424.0,,7.0
KHCR,01/05/2023 09:35 UTC,30.11,19.4,92.55,0.0,,422.0,493.0,7.0
KHCR,01/05/2023 09:55 UTC,30.11,19.4,85.59,0.0,,492.0,,7.0
KHCR,01/05/2023 10:15 UTC,30.1,19.4,85.59,0.0,,1.0,,7.0
KHCR,01/05/2023 10:35 UTC,30.1,17.6,85.47,0.0,,1.0,,7.0
KHCR,01/05/2023 10:55 UTC,30.1,15.8,85.36,0.0,,1.0,,5.0
KHCR,01/05/2023 11:15 UTC,30.11,14.0,92.36,0.0,,1.0,,5.0
KHCR,01/05/2023 11:35 UTC,30.1,19.4,85.59,0.0,,1.0,,7.0
KHCR,01/05/2023 11:55 UTC,30.1,17.6,85.47,0.0,,1.0,,7.0
KHCR,01/05/2023 12:15 UTC,30.1,19.4,79.1,0.0,,1.0,,10.0
KHCR,01/05/2023 12:35 UTC,30.1,19.4,85.59,0.0,,1.0,,7.0
KHCR,01/05/2023 12:55 UTC,30.11,19.4,85.59,4.6,,402.0,482.0,7.0
KHCR,01/05/2023 13:15 UTC,30.11,19.4,85.59,0.0,503.0,402.0,483.0,7.0
KHCR,01/05/2023 13:35 UTC,30.11,21.2,85.71,0.0,,394.0,,7.0
KHCR,01/05/2023 13:55 UTC,30.11,21.2,85.71,3.45,,394.0,,7.0
